input,name,quantity,unit,preparation,comment
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
1/4 cup shaved Parmesan cheese,Parmesan cheese,0.25,cup,shaved,
"1/2 pound shrimp, with shells on",shrimp,0.5,pound,,with shells on
"1/2 pound squid, cleaned",squid,0.5,pound,cleaned,
1/2 pound halibut,halibut,0.5,pound,,
1 piece monkfish (about 1/2 pound),monkfish,1 0.5,piece pound,,(about)
1/2 pound shiitake mushrooms (or cultivated mushrooms) sliced,shiitake mushrooms,0.5,pound,sliced,(or cultivated mushrooms)
1 tablespoon Dijon mustard,Dijon mustard,1,tablespoon,,
1/4 cup white wine vinegar,white wine vinegar,0.25,cup,,
1 tablespoons minced fresh ginger,fresh ginger,1,tablespoon,minced,
1/2 dry white wine,dry white wine,0.5,,,
"4 fillets of sea bass, tilefish or salmon, about 6 ounces each","fillets of sea bass, tilefish or salmon",4 6,ounce,,about each
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,
2 tablespoons minced fresh dill,fresh dill,2,tablespoon,minced,
2 lemons,lemons,2,,,
4 large artichokes,artichokes,4,large,,
1/2 cup extra virgin olive oil,extra virgin olive oil,0.5,cup,,
2 tablespoons shallots,shallots,2,tablespoon,,
1 bunch arugula,arugula,1,bunch,,
1 head bibb lettuce,bibb lettuce,1,head,,
2 tablespoons extra virgin olive oil,extra virgin olive oil,2,tablespoon,,
1/2 cup chopped scallions,scallions,0.5,cup,chopped,
4 large artichokes,artichokes,4,large,,
"4 ounces goat cheese, crumbled",goat cheese,4,ounce,crumbled,
2 tablespoons minced Italian parsley,Italian parsley,2,tablespoon,minced,
2 lemons,lemons,2,,,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
3 1/2 cups simmering chicken stock,chicken stock,3.5,cup,,simmering
"2 sun-dried tomatoes, finely minced",sun-dried tomatoes,2,,finely minced,
1/2 cup dry white wine,dry white wine,0.5,cup,,
1 cup arborio rice,arborio rice,1,cup,,
1/2 cup water,water,0.5,cup,,
"2 cups whipping cream, chilled",whipping cream,2,cup,chilled,
1 pound shelled hazelnuts,hazelnuts,1,pound,shelled,
2 lemons,lemons,2,,,
4 large artichokes,artichokes,4,large,,
3 tablespoons olive oil,olive oil,3,tablespoon,,
"1 medium onion, chopped",onion,1,medium,chopped,
"2 cloves garlic, minced",garlic,2,clove,minced,
2 tablespoons olive oil,olive oil,2,tablespoon,,
Salt to taste,Salt,,,,to taste
1 tablespoon white wine vinegar,white wine vinegar,1,tablespoon,,
1 tablespoon sugar,sugar,1,tablespoon,,
"Hot pepper flakes, optional",Hot pepper flakes,,,,optional
"8 eggs, separated",eggs,8,,separated,
1 1/3 cups sugar,sugar,1.333,cup,,
Butter for greasing pan,Butter,,,,for greasing pan
1 large red or yellow pepper,red or yellow pepper,1,large,,
5 celery ribs,celery,5,rib,,
"3 shallots, peeled and minced",shallots,3,,peeled and minced,
"2 medium carrots, peeled",carrots,2,medium,peeled,
1 cup fresh parsley,fresh parsley,1,cup,,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
Celery leaves from 4 ribs,Celery leaves,,,,from 4 ribs
"1 clove garlic, peeled",garlic,1,clove,peeled,
2 large eggs,eggs,2,large,,
1/2 cup grated Parmegiano Reggiano or grana cheese,Parmegiano Reggiano or grana cheese,0.5,cup,grated,
"1/2 pound Italian sweet sausage, cooked",Italian sweet sausage,0.5,pound,cooked,
"3/4 pound roast veal, cooked",roast veal,0.75,pound,cooked,
"1 medium onion, peeled",onion,1,medium,peeled,
"1 medium boiling potato, peeled",boiling potato,1,medium,peeled,
"1 head Savoy cabbage, about 2 pounds",Savoy cabbage,1 2,head pound,,"Savoy, about"
5 sprigs parsley,parsley,5,sprig,,
"1/4 cup grated Parmigiano Reggiano and Pecorino cheese, mixed",Parmigiano Reggiano and Pecorino cheese,0.25,cup,grated,mixed
1 cup olive oil,olive oil,1,cup,,
"3 small dried hot red peppers, minced",dried hot red peppers,3,small,minced,
"4 cloves garlic, minced",garlic,4,clove,minced,
"2 pounds tomatoes, peeled, seeded and diced",tomatoes,2,pound,"peeled, seeded and diced",
4 tablespoons olive oil,olive oil,4,tablespoon,,
1/2 tablespoon butter,butter,0.5,tablespoon,,
6 anchovy fillets,anchovy fillets,6,,,
1 clove garlic,garlic,1,clove,,
2 teaspoons baking powder,baking powder,2,teaspoon,,
1/2 to 1 cup water,water,0.5-1,cup,,
"2 cups heavy or light cream, or half-and-half",cream,2,cup,,"heavy or light, or half-and-half"
"1 vanilla bean, split lengthwise, or 1 teaspoon vanilla extract",vanilla bean,1,,,"split lengthwise, or 1 teaspoon vanilla extract"
5 egg yolks,egg yolks,5,,,
"1/2 cup sugar, more for topping",sugar,0.5,cup,,more for topping
1 cup milk,milk,1,cup,,
1 1/2 tablespoons butter,butter,1.5,tablespoon,,
1 tablespoon flour,flour,1,tablespoon,,
Salt to taste,Salt,,,,to taste
4 medium red peppers,red peppers,4,medium,,
4 medium yellow peppers,yellow peppers,4,medium,,
4 large eggs,eggs,4,large,,
1/2 cup Parmigiano Reggiano,Parmigiano Reggiano,0.5,cup,,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
2 3/4 cups whole-wheat flour,whole-wheat flour,2.75,cup,,
2 tablespoons bran,bran,2,tablespoon,,
2 tablespoons olive oil or canola oil,olive oil or canola oil,2,tablespoon,,
1/4 cup carrots chopped very fine,carrots,0.25,cup,chopped very fine,
1/4 cup shredded mozzarella or grated Parmesan,mozzarella,0.25,cup,shredded,or grated Parmesan
3 cups minced parsley,parsley,3,cup,minced,
"4 cups cooked, mashed potatoes",potatoes,4,cup,"cooked, mashed",
1 1/3 cups whole-wheat flour,whole-wheat flour,1.333,cup,,
1 teaspoon baking powder,baking powder,1,teaspoon,,
1/4 teaspoon vanilla extract,vanilla extract,0.25,teaspoon,,
2 tablespoons olive oil,olive oil,2,tablespoon,,
1 cup celery cut in small pieces,celery,1,cup,cut in small piece,
1 cup minced parsley,parsley,1,cup,minced,
2 beaten eggs,eggs,2,,beaten,
3 tablespoons chopped garlic,garlic,3,tablespoon,chopped,
"1 tablespoon lime juice or vinegar, or to taste",lime juice,1,tablespoon,,"or vinegar, or to taste"
Salt if necessary,Salt,,,,if necessary
White rice for serving,White rice,,,,for serving
4 pounds ground turkey,ground turkey,4,pound,,
3 cups cooked brown rice,brown rice,3,cup,cooked,
1 cup carrots cut in small pieces,carrots,1,cup,cut in small piece,
"1 pound firm tofu, cut into chunks of 3/4 inch to 1 inch",firm tofu,1,pound,cut into chunks of 0.75 inch to 1 inch,
"1 tablespoon butter, optional",butter,1,tablespoon,,optional
2 eggs,eggs,2,,,
12 Italian prune plums,Italian prune plums,12,,,
"Sugar and lemon juice, for topping",Sugar and lemon juice,,,,for topping
"1 teaspoon cinnamon, or to taste",cinnamon,1,teaspoon,,or to taste
1/2 cup sugar,sugar,0.5,cup,,
1/4 cup nam pla (Asian fish sauce) or soy sauce,nam pla or soy sauce,0.25,cup,,(Asian fish sauce)
"1 large onion, thinly sliced",onion,1,large,thinly sliced,
"1 teaspoon freshly ground black pepper, or to taste",black pepper,1,teaspoon,freshly ground ,or to taste
Lemon juice,Lemon juice,,,,
2 eggs,eggs,2,,,
"1/2 cup plain, nonfat yogurt","plain, nonfat yogurt",0.5,cup,,
3/4 cup sugar,sugar,0.75,cup,,
1 cup flour,flour,1,cup,,
1 teaspoon baking powder,baking powder,1,teaspoon,,
Pinch salt,salt,,pinch,,
"1 pint fresh blueberries, washed, dried and stemmed",fresh blueberries,1,pint,"washed, dried and stemmed",
"1 teaspoon cinnamon, or to taste",cinnamon,1,teaspoon,,or to taste
Lemon juice,Lemon juice,,,,
3/4 cup sugar,sugar,0.75,cup,,
1/2 cup unsalted butter,unsalted butter,0.5,cup,,
"1 cup unbleached flour, sifted",unbleached flour,1,cup,sifted ,
1 teaspoon baking powder,baking powder,1,teaspoon,,
"Pinch salt, optional",salt,,pinch,,optional
Extra-virgin olive oil,Extra-virgin olive oil,,,,
2 eggs,eggs,2,,,
1 4-ounce jar baby food prunes,baby food prunes,1 4,jar ounce,,
1 cup (plus 2 teaspoons) sugar,sugar,1,cup,,(plus 2 teaspoon)
1 cup flour,flour,1,cup,,
1 teaspoon baking powder,baking powder,1,teaspoon,,
Pinch salt,salt,,pinch,,
12 Italian prune plums,Italian prune plums,12,,,
"1 teaspoon cinnamon, or to taste",cinnamon,1,teaspoon,,or to taste
1 sliced garlic sausage (optional),garlic sausage,1,,sliced ,(optional)
2 quarts water,water,2,quart,,
1 teaspoon salt,salt,1,teaspoon,,
2 pounds Yellow Finn or other flavorful boiling potatoes,boiling potatoes,2,pound,,Yellow Finn or other flavorful
1 bunch kale (about 1 pound),kale,1 1,bunch pound,,(about)
1/4 teaspoon red pepper flakes or to taste,red pepper flakes,0.25,teaspoon,,or to taste
Freshly ground pepper to taste,Freshly ground pepper,,,,to taste
4 tablespoons coarsely chopped basil leaves,basil leaves,4,tablespoon,coarsely chopped,
2 tablespoons red-wine vinegar,red-wine vinegar,2,tablespoon,,
1 tablespoon chopped chervil,chervil,1,tablespoon,chopped,
1 tablespoon chopped arugula,arugula,1,tablespoon,chopped,
"1 clove garlic, minced",garlic,1,clove,minced,
1 tablespoon diced onion,onion,1,tablespoon,diced ,
4 tablespoons extra-virgin olive oil,extra-virgin olive oil,4,tablespoon,,
"2 hard-cooked eggs, peeled and halved",eggs,2,,"hard-cooked, peeled and halved",
8 nicoise olives,nicoise olives,8,,,
A few basil leaves,a few basil leaves,,,,
6 tiny cherry tomatoes,tiny cherry tomatoes,6,,,
4 anchovies,anchovies,4,,,
"8 small potatoes, cooked, peeled and sliced",potatoes,8,small,"cooked, peeled and sliced",
"4 ounces fresh grilled tuna, flaked into large pieces",fresh grilled tuna,4,ounce,flaked into large piece,
1 cup cooked green and yellow beans,green and yellow beans,1,cup,cooked,
Salt to taste,Salt,,,,to taste
3/4 pound penne rigate or any large Italian tube pasta,penne rigate,0.75,pound,,or any large Italian tube pasta
Freshly ground black pepper,black pepper,,,freshly ground ,
4 tablespoons coarsely chopped basil or parsley,basil or parsley,4,tablespoon,coarsely chopped,
1 tablespoon butter,butter,1,tablespoon,,
Pinch freshly grated nutmeg,nutmeg,,pinch,freshly grated,
1 tablespoon olive oil,olive oil,1,tablespoon,,
Juice of 1 lemon,lemon,1,,,Juice of
2 tablespoons butter,butter,2,tablespoon,,
"1 1/2 pounds bay or sea scallops, cut in half crosswise if very large",bay or sea scallops,1.5,pound,cut in half crosswise if very large,
Salt and freshly ground pepper to taste,Salt and freshly ground pepper,,,,to taste
1/4 teaspoon cayenne pepper,cayenne pepper,0.25,teaspoon,,
3 hard-cooked egg yolks,egg yolks,3,,hard-cooked,
2 large raw egg yolks,raw egg yolks,2,large,,
"1/4 pound unsalted butter, at room temperature, cut into 1-tablespoon pieces",unsalted butter,0.25,pound,"at room temperature, cut into 1-tablespoon piece",
1/2 cup extra-virgin olive oil,extra-virgin olive oil,0.5,cup,,
1 teaspoon white-wine vinegar,white-wine vinegar,1,teaspoon,,
Salt and freshly ground white pepper,Salt and freshly ground white pepper,,,,
1 large sweet red pepper,sweet red pepper,1,large,,
2 tablespoons olive oil,olive oil,2,tablespoon,,
1 tablespoon chopped garlic,garlic,1,tablespoon,chopped,
"6 small ripe plum tomatoes, cored and cut into 1/2-inch cubes",ripe plum tomatoes,6,small,cored and cut into 0.5-inch cubes,
1 teaspoon chopped fresh thyme leaves or 1/2 teaspoon dried,fresh thyme leaves,1,teaspoon,chopped,or 0.5 teaspoon dried
4 tablespoons drained capers,capers,4,tablespoon,drained,
"6 large green olives, pitted and chopped coarsely",green olives,6,large,pitted and chopped coarsely,
"2 shallots, chopped",shallots,2,,chopped,
"2 cornichons, rinsed and chopped",cornichons,2,,rinsed and chopped,
4 anchovy fillets,anchovy fillets,4,,,
2 tablespoons capers,capers,2,tablespoon,,
2 tablespoons fresh flat parsley leaves,fresh flat parsley leaves,2,tablespoon,,
2 tablespoons fresh chervil leaves,fresh chervil leaves,2,tablespoon,,
2 tablespoons chopped fresh chives,fresh chives,2,tablespoon,chopped ,
"1 garlic clove, peeled",garlic,1,clove,peeled,
1 tablespoon fresh tarragon leaves,fresh tarragon leaves,1,tablespoon,,
"1/2 cup unsalted butter, at room temperature, cut into 1-tablespoon pieces",unsalted butter,0.5,cup,"at room temperature, cut into 1-tablespoon piece",
1/4 cup superfine sugar,superfine sugar,0.25,cup,,
6 leaves spinach,spinach,6,leaf,,
Leaves from 1/2 bunch watercress (1 1/2 cups of leaves),watercress,0.5 1.5,bunch cup,,leaves from (of leaves)
Pinch of salt,salt,,pinch,,of
1 cup sugar,sugar,1,cup,,
1/4 cup heavy cream,heavy cream,0.25,cup,,
2 tablespoons fresh lime juice,fresh lime juice,2,tablespoon,,
"1 cup fresh passion-fruit juice (from about 6 large ripe fruits, pulp removed, puréed in a blender for 1 minute and sieved; see note)",fresh passion-fruit juice,1,cup,"pulp removed, puréed in a blender for 1 minute and sieved",(from about 6 large ripe fruits; see note)
2 egg yolks,egg yolks,2,,,
4 eggs,eggs,4,,,
1/4 cup almond paste,almond paste,0.25,cup,,
1/4 cup light-brown sugar,light-brown sugar,0.25,cup,,
"Vanilla ice cream, for serving",Vanilla ice cream,,,,for serving
1/2 cup flour,flour,0.5,cup,,
Large pinch of sea salt,sea salt,,large pinch,,of
1/3 cup toasted chopped almonds,almonds,0.333,cup,toasted chopped,
2 tablespoons sugar,sugar,2,tablespoon,,
"2 tablespoons plum eau de vie, plain eau de vie or brandy","plum eau de vie, plain eau de vie or brandy",2,tablespoon,,
"1 to 1 1/2 pounds small ripe Italian plums, halved and pitted",small ripe Italian plums,1-1.5,pound,halved and pitted,
"5 tablespoons cold butter, cut into small cubes, and more at room temperature for greasing pan",butter,5,tablespoon,"cold, cut into small cubes",and more at room temperature for greasing pan
1/4 cup heavy cream,heavy cream,0.25,cup,,
3/4 cup milk,milk,0.75,cup,,
Sea salt,sea salt,,,,
Sliver of garlic,garlic,,,,Sliver of
6 ears fresh corn,fresh corn,6,ear,,
2 tablespoons butter,butter,2,tablespoon,,
"3 very ripe tomatoes (from a farmstand, if possible), coarsely chopped",very ripe tomatoes,3,,coarsely chopped,"(from a farmstand, if possible)"
1 teaspoon aged sherry wine vinegar,aged sherry wine vinegar,1,teaspoon,,
1/2 cup fino sherry,fino sherry,0.5,cup,,
3 sprigs thyme,thyme,3,sprig,,
"1 shallot, finely chopped",shallot,1,,finely chopped,
1 tablespoon butter,butter,1,tablespoon,,
1 tablespoon olive oil,olive oil,1,tablespoon,,
Freshly ground black pepper,black pepper,,,freshly ground ,
"3/4 cup flour, for dusting",flour,0.75,cup,,for dusting
"1 4-pound chicken, cut into 6 pieces",chicken,1 4,pound,cut into 6 piece,
Salt to taste,Salt,,,,to taste
"3 teaspoons sea salt, more for seasoning",sea salt,3,teaspoon,,more for seasoning
1 teaspoon freshly ground pepper,freshly ground pepper,1,teaspoon,, 
1/2 cup corn oil,corn oil,0.5,cup,,
1/2 cup distilled white vinegar,distilled white vinegar,0.5,cup,,
1 teaspoon hot red pepper flakes,hot red pepper flakes,1,teaspoon,,
1 tablespoon oregano,oregano,1,tablespoon,,
"1 large head garlic (about 13 large cloves), peeled and finely minced",garlic,1 13,large head large clove,peeled and finely minced,(about)
"1 bunch fresh Italian parsley (about 1/2 cup, firmly packed)",fresh Italian parsley,1 0.5,bunch cup,,"(about, firmly packed)"
1/2 cup corn oil,corn oil,0.5,cup,,
1 heaping tablespoon achiote (annato) seeds (available in specialty food markets),achiote seeds,1,heaping tablespoon,,(annato) (available in specialty food markets)
1/4 teaspoon fine salt,fine salt,0.25,teaspoon,,
1/4 cup achiote-infused corn oil (recipe follows),achiote-infused corn oil,0.25,cup,,(recipe follows)
"6 scallions (white part only), finely minced",scallions,6,,finely minced,(white part only)
"3 ounces Ecuadorean quesillo (available in specialty food markets) or Monterey Jack cheese, grated",Ecuadorean quesillo or Monterey Jack cheese,3,ounce,grated,(available in specialty food markets)
1/2 teaspoon finely ground black pepper,finely ground black pepper,0.5,teaspoon,,
"4 medium Idaho russet baking potatoes (about 1 1/2 pounds), peeled and quartered",Idaho russet baking potatoes,4 1.5,medium pound,peeled and quartered,(about)
1 tablespoon coarse salt,coarse salt,1,tablespoon,,
"1 cup chopped basil, preferably Thai",basil,1,cup,chopped,preferably Thai
1 can (12 to 14 ounces) coconut milk,coconut milk,1 12-14,can ounce,,()
Salt to taste,Salt,,,,to taste
1/2 cup dried (unsweetened) coconut,dried coconut,0.5,cup,,(unsweetened)
"1 large tomato, skinned, seeded and chopped (canned is fine; drain it first)",tomato,1,large,"skinned, seeded and chopped ",(canned is fine; drain it first)
"1/3 to 1/2 pound ground pork or turkey, optional",ground pork or turkey,0.333-0.5,pound,,optional
5 nickel-size slices of ginger,ginger,5,slice,,nickel-size of
"2 cloves garlic, roughly chopped",garlic,2,clove,roughly chopped,
"1 fresh chili, seeded, stemmed and minced, or 1 dried chili, or to taste",fresh chili,1,,"seeded, stemmed and minced","or 1 dried chili, or to taste"
"1/2 pound eggplant, cut into 1-inch chunks",eggplant,0.5,pound,cut into 1-inch chunks,
"1/2 pound carrots, peeled and cut into 1/2-inch slices",carrots,0.5,pound,peeled and cut into 0.5-inch slice,
"1 pound string beans, trimmed and rinsed",string beans,1,pound,trimmed and rinsed,
"2 tablespoons neutral oil, like corn or grapeseed",neutral oil,2,tablespoon,,like corn or grapeseed
"2 tablespoons dried shrimp, optional",dried shrimp,2,tablespoon,,optional
"2 cups cooked chicken, pulled into chunks by hand",chicken,2,cup,"cooked, pulled into chunks by hand",
Freshly grated Parmesan cheese,Parmesan cheese,,,Freshly grated,
1 pound endives,endives,1,pound,,
Juice of 1/2 lemon,lemon,0.5,,,Juice of
"2 cloves garlic, minced",garlic,2,clove,minced,
3 1/2 cups chicken stock,chicken stock,3.5,cup,,
1/2 cup cooked white (cannellini) beans,white (cannellini) beans,0.5,cup,cooked,
Salt and freshly ground white pepper,Salt and freshly ground white pepper,,,,
2 tablespoons extra virgin olive oil,extra virgin olive oil,2,tablespoon,,
1/2 cup chopped onion,onion,0.5,cup,chopped,
