input,name,quantity,unit,size,preparation,comment,purpose
6 tablespoons butter,butter,6,tablespoon,,,,
"6 shallots, finely chopped",shallots,6,,,,finely chopped,
"3 garlic cloves, minced",garlic cloves,3,,,,minced,
1/8 teaspoon cayenne pepper,cayenne pepper,0.125,teaspoon,,,,
2 cups dry white wine,dry white wine,2,cup,,,,
1 cup fish fumet or clam broth,fish fumet or clam broth,1,cup,,,,
1 cup Cognac,Cognac,1,cup,,,,
2 teaspoons superfine sugar,superfine sugar,2,teaspoon,,,,
"3 ounces day-old country bread, torn into bite-size pieces, about 3 cups",day-old country bread,3,ounce,,,,
5 tablespoons extra-virgin olive oil,extra-virgin olive oil,5,tablespoon,,,,
"3 pounds ripe red tomatoes, cored and diced",ripe red tomatoes,3,pound,,,,
"3 or 4 stale pita rounds (6-inch diameter, whole wheat or white)",stale pita rounds,3-4,,,,,
"1 pound ripe tomatoes, chopped",ripe tomatoes,1,pound,,,,
1 cup chopped cucumber,chopped cucumber,1,cup,,,,
1 dessert galette pastry (1/2),dessert galette pastry,1,,,,,
Juice of 1/2 lemon,lemon,0.5,,,,Juice of,
"2 pounds slightly tart apples, like Braeburns, peeled, cored and cut in wedges (about 1/2 inch thick at the thickest point)",tart apples,2,pound,,,,
1 1/2 cups diced white onion (1 medium),white onion,1.5,cup,,,,
1 tablespoon butter,butter,1,tablespoon,,,,
1 cup sparkling wine,sparkling wine,1,cup,,,,
"2 large parsnips, peeled and roughly chopped, about 2 cups",parsnips,2,large,,,,
"215 grams coarse-cut orange marmalade (2/3 cup), divided",orange marmalade,215,gram,,,,
"12 tablespoons unsalted butter, softened, plus 1/2 tablespoon for glaze, and more for greasing pan",unsalted butter,12,tablespoon,,,,
150 grams granulated sugar (3/4 cup),granulated sugar,150,gram,,,( 0.75 cup),
2 teaspoons grated lime zest,lime zest,2,teaspoon,,,,
1/2 teaspoon grated orange zest,orange zest,0.5,teaspoon,,,,
"3 large eggs, at room temperature",eggs,3,large,,,,
2 tablespoons fresh orange juice,orange juice,2,tablespoon,,,,
190 grams all-purpose flour (1 1/2 cups),all-purpose flour,190,gram,,,,
7 grams baking powder (1 1/2 teaspoons),baking powder,7,gram,,,,
3 grams fine sea salt (3/4 teaspoon),sea salt,3,gram,,,,
1 cup cooked or canned chickpeas,chickpeas,1,cup,,,cooked or canned,
4 tablespoons olive oil,olive oil,4,tablespoon,,,,
1 cup fresh bread crumbs,fresh bread crumbs,1,cup,,,,
Salt and ground black pepper,Salt and ground black pepper,,,,,,
1 tablespoon minced garlic,minced garlic,1,tablespoon,,,,
"1/4 cup niçoise or oil-cured olives, pitted and chopped",niçoise olives,0.25,cup,,,"or oil-cured olives, pitted and chopped",
"1 tablespoon capers, chopped",capers,1,tablespoon,,,chopped,
"2 or 3 anchovy fillets, finely chopped",anchovy,2-3,fillet,,,"2-3, finely chopped",
2 tablespoons tomato paste,tomato paste,2,tablespoon,,,,
1 pound spinach,spinach,1,pound,,,,
"2 cups fish or vegetable stock, or water",fish or vegetable stock or water,2,cup,,,,
Pinch red chile flakes (optional),red chile flakes,,pinch,,,(optional),
"8 ounces squid, roughly chopped",squid,8,ounce,,,roughly chopped,
"8 ounces shrimp, roughly chopped",shrimp,8,ounce,,,roughly chopped,
2 tablespoons olive oil,olive oil,2,tablespoon,,,,
1 1/2 pounds (4 whole bone-in) chicken thighs,chicken thighs,1.5,pound,,,(4 whole bone-in),
1/2 teaspoon salt,salt,0.5,teaspoon,,,,
1/2 teaspoon ground black pepper,black pepper,0.5,teaspoon,,,,
"1 large onion, chopped",onion,1,large,,,chopped,
2 cups chopped daikon radish,daikon radish,2,cup,,,chopped,
1/4 cup minced ginger,ginger,0.25,cup,,,minced,
"2 cups vegetable or chicken stock, or water, more as needed",vegetable or chicken stock or water,2,cup,,,more as needed,
1/4 cup soy sauce,soy sauce,0.25,cup,,,,
2 tablespoons lime juice,lime juice,2,tablespoon,,,,
3 pieces star anise,star anise,3,piece,,,,
"1 1/2 pounds any winter squash, cut into 1-inch chunks",winter squash,1.5,pound,,,cut into 1-inch chunks,
"1/2 pound ground pork, not too lean",ground pork,0.5,pound,,,,
"1/2 pound fresh shrimp, peeled, deveined and roughly chopped in 1/4-inch pieces",fresh shrimp,0.5,pound,,,,
Salt and pepper,salt and pepper,,,,,,
"1 tablespoon sweet rice wine, such as Shaoxing rice wine (or use sherry)",sweet rice wine,1,tablespoon,,,,
1 tablespoon soy sauce,soy sauce,1,tablespoon,,,,
1 tablespoon sugar,sugar,1,tablespoon,,,,
1 tablespoon finely grated ginger,ginger,1,tablespoon,,,,
"2 cloves garlic, minced",garlic,2,clove,,,,
"1 teaspoon spicy Chinese bean paste, also called chili bean sauce (or use chile paste)",spicy Chinese bean paste,1,teaspoon,,,,
"2 serrano chiles, finely chopped",serrano chiles,2,,,,,
"1 1/2 cups chopped Chinese garlic chives (or use 3/4 cup chopped scallions, green and white parts)",chopped Chinese garlic chives,1.5,cup,,,,
"36 wonton skins, about 3 by 3 inches, available at Asian markets and many grocery stores",wonton skins,36,,,,,
"1 small egg, beaten",egg,1,small,,,,
Cornstarch for dusting,cornstarch,,,,,,
8 ounces baby spinach leaves,baby spinach leaves,8,ounce,,,,
1/2 cup chopped cilantro,chopped cilantro,0.5,cup,,,,
"8 cups good chicken broth, hot, salted to taste",chicken broth,8,cup,,,,
"Red pepper oil (optional), see note",red pepper oil,,,,,,
"3 pounds tart apples, such as pippins, Gravensteins, Macintosh, Granny Smith, Pink Lady, peeled if desired, cored and cut in chunks",tart apples,3,pound,,,,
2 tablespoons water,water,2,tablespoon,,,,
2 tablespoons turbinado sugar,turbinado sugar,2,tablespoon,,,,
1 tablespoon fresh lemon or lime juice,fresh lemon juice,1,tablespoon,,,,
"Sweet spices if desired (cinnamon, nutmeg, allspice, cloves)",sweet spices,,,,,,
1 tablespoon fresh lemon juice,fresh lemon juice,1,tablespoon,,,,
1 tablespoon sherry vinegar,sherry vinegar,1,tablespoon,,,,
1 teaspoon balsamic vinegar,balsamic vinegar,1,teaspoon,,,,
Salt to taste,salt,,,,,to taste,
1 scant teaspoon Dijon mustard,Dijon mustard,1,scant teaspoon,,,,
"1 small garlic clove, puréed",garlic,1,clove,,,,
1/4 cup extra virgin olive oil or grapeseed oil,extra virgin olive oil,0.25,cup,,,,
2 tablespoons walnut oil,walnut oil,2,tablespoon,,,,
"4 to 5 cups mixed bitter and pungent lettuces, such as endive, radicchio, arugula, frisee, or 3 to 4 cups bitter lettuces and 1 to 2 cups torn up milder lettuce such as bibb or romaine",mixed bitter and pungent lettuces,4-5,cup,,,,
"1 large or 2 smaller tart apples, such as a Braeburn or Pink Lady, cored and cut into very small dice (1/2 to 1/4 inch)",tart apple,1,large,,,"or 2 smaller, such as a Braeburn or Pink Lady, cored and cut into very small dice (1/2 to 1/4 inch)",
1 tablespoon chopped fresh tarragon,fresh tarragon,1,tablespoon,,,chopped,
1/4 cup toasted cashews or broken walnuts or pecans (lightly toasted if desired),toasted cashews,0.25,cup,,,,
"1 organic Granny Smith or Pippin apple, cored and cut in chunks",Granny Smith apple,1,,,,,
1 teaspoon lime zest,lime zest,1,teaspoon,,,,
1 tablespoon honey or agave nectar,honey,1,tablespoon,,,,
1 teaspoon chia seeds,chia seeds,1,teaspoon,,,,
1 tablespoon lime juice,lime juice,1,tablespoon,,,,
1 cup plain low-fat yogurt,plain low-fat yogurt,1,cup,,,,
1 or 2 ice cubes,ice cubes,1-2,,,,,
250 grams (1 cup) low-fat or whole milk,low-fat or whole milk,250 1,gram cup,,,,
75 grams (1/3 cup) water,water,75,gram,,,,
3 large eggs,eggs,3,large,,,,
3 grams (scant 1/2 teaspoon) salt,salt,3,gram,,,,
75 grams (2/3 cup) buckwheat flour,buckwheat flour,75,gram,,,,
62 grams (about 1/2 cup) unbleached all-purpose flour,all-purpose flour,62,gram,,,,
45 grams (3 tablespoons) melted butter or grapeseed oil,melted butter,45,gram,,,,
30 grams (2 tablespoons) butter,butter,30,gram,,,,
15 grams (1 tablespoon) turbinado sugar,turbinado sugar,15,gram,,,,
"2 tart apples, such as Pink Lady, Gravenstein, Braeburn or Granny Smith, cored, peeled if desired, and sliced very thin",tart apples,2,,,,,
1/2 teaspoon cinnamon,cinnamon,0.5,teaspoon,,,,
1/4 teaspoon freshly grated nutmeg,freshly grated nutmeg,0.25,teaspoon,,,,
Yogurt or crème fraîche for serving,yogurt,,,,,,
7 grams (2 teaspoons) active dry yeast,active dry yeast,7,gram,,,(2 teaspoon),
50 grams (1/4 cup) lukewarm water,lukewarm water,50,gram,,,,
"365 grams (1 1/2 cups) sparkling cider (such as Martinelli’s), at room temperature",sparkling cider,365,gram,,,,
250 grams (approximately 2 cups) whole wheat flour,whole wheat flour,250,gram,,,,
175 grams (approximately 1 1/3 cups) unbleached all-purpose flour,all-purpose flour,175,gram,,,,
75 grams (approximately 2/3 cup) rye flour,rye flour,75,gram,,,,
13 grams (1 3/4 teaspoons) sea salt,sea salt,13,gram,,,,
165 grams finely chopped green apples,green apples,165,gram,,,finely chopped,
Walnut oil or vegetable oil for the bowl,walnut oil,,,,,,
Vegetable oil for frying,Vegetable oil,,,,,for frying,
"1 small onion, chopped",onion,1,small,,,chopped,
"1 carrot, chopped",carrot,1,,,,chopped,
"1 celery stalk, chopped",celery,1,stalk,,,chopped,
1 tablespoon minced garlic,minced garlic,1,tablespoon,,,,
Salt and ground black pepper,Salt and ground black pepper,,,,,,
2 cups cooked or canned cannellini beans,cooked or canned cannellini beans,2,cup,,,,
1 15-ounce can whole peeled tomatoes,whole peeled tomatoes,1,can,,,15-ounce,
4 cups vegetable stock or water,vegetable stock,4,cup,,,or water,
1 fresh rosemary sprig,fresh rosemary,1,sprig,,,,
1 fresh thyme sprig,fresh thyme,1,sprig,,,,
1 pound chopped kale or escarole,kale,1,pound,,,"chopped, or escarole",
"4 large, thick slices whole-grain bread, toasted",whole-grain bread,4,slice,,,"large, thick, toasted",
"1 small red onion, thinly sliced",red onion,1,small,,,thinly sliced,
1/2 cup freshly grated Parmesan,grated Parmesan,0.5,cup,,,freshly,
30 grams confectioners’ sugar (4 tablespoons),confectioners’ sugar,30,gram,,,,
2 tablespoons salted butter,salted butter,2,tablespoon,,,,
1 cup panko,panko,1,cup,,,,
"2 tablespoons rendered chicken fat, duck fat or vegetable oil",rendered chicken fat,2,tablespoon,,,duck fat or vegetable oil,
"4 anchovies packed in salt or oil, soaked in cold water for 10 minutes, drained and chopped",anchovies,4,,,,"packed in salt or oil, soaked in cold water for 10 minutes, drained and chopped",
"1 teaspoon minced dried shallots, or substitute 1/2 teaspoon minced fresh onion or shallot",dried shallots,1,teaspoon,,,"minced, or substitute 0.5 teaspoon minced fresh onion or shallot",
"1/2 teaspoon salt, or to taste",salt,0.5,teaspoon,,,or to taste,
"5 cloves whole garlic, peeled",garlic,5,clove,,,"whole, peeled",
1 cup grapeseed oil,grapeseed oil,1,cup,,,,
2 large eggs,eggs,2,large,,,,
"1 tablespoon fish sauce (preferably Three Crabs brand), or more as needed",fish sauce,1,tablespoon,,,"(preferably Three Crabs brand), or more as needed",
"1 1/2 teaspoons apple vinegar, preferably Bragg unfiltered",apple vinegar,1.5,teaspoon,,,preferably Bragg unfiltered,
1 1/2 teaspoons caper juice,caper juice,1.5,teaspoon,,,,
1/2 teaspoon lemon juice,lemon juice,0.5,teaspoon,,,,
"1 head broccoli, woody stem removed, sliced lengthwise about 1/2-inch thick, keeping as many of the florets connected to the stem as possible",broccoli,1,head,,,"woody stem removed, sliced lengthwise about 0.5-inch thick, keeping as many of the florets connected to the stem as possible",
3 tablespoons grapeseed oil,grapeseed oil,3,tablespoon,,,,
1/4 teaspoon salt,salt,0.25,teaspoon,,,,
1 tablespoon olive oil,olive oil,1,tablespoon,,,,
"8 garlic cloves, thinly sliced",garlic,8,clove,,,thinly sliced,
"8 shallots, thinly sliced",shallots,8,,,,thinly sliced,
8 ounces (about 1 cup) roasted piquillo peppers with any juices (or use any roasted red peppers),roasted piquillo peppers,8,ounce,,,(about 1 cup) with any juices (or use any roasted red peppers),
2 cups whole peeled canned tomatoes,whole peeled canned tomatoes,2,cup,,,,
"Kosher salt and black pepper, to taste",kosher salt and pepper,,,,,to taste,
16 Medjool dates (pitted),Medjool dates,16,,,,(pitted),
"8 ounces of fresh chorizo sausage (not cured), casings removed",fresh chorizo sausage,8,ounce,,,"(not cured), casings removed",
8 slices bacon,bacon,8,slice,,,,
3 cups whole milk,whole milk,3,cup,,,,
1 1/4 cups heavy cream,heavy cream,1.25,cup,,,,
"1 cup medium-toasted oak shavings or chips (available at LDCarlson.com, 800-321-0315, or home-brewing supply stores)",medium-toasted oak shavings,1,cup,,,"or chips (available at LDCarlson.com, 800-321-0315, or home-brewing supply stores)",
6 1/2 tablespoons granulated sugar,granulated sugar,6.5,tablespoon,,,,
6 1/2 tablespoons turbinado (raw) sugar,turbinado sugar,6.5,tablespoon,,,(raw),
5 tablespoons honey,honey,5,tablespoon,,,,
1/2 teaspoon salt,salt,0.5,teaspoon,,,,
8 large egg yolks,egg yolks,8,large,,,,
"2 3 1/2- to 4-pound chickens, quartered, or 8 whole legs, or 5 to 6 pounds bone-in, skin-on thighs",chickens,2,,,," 3.5- to 4-pound, quartered, or 8 whole legs, or 5-6 pound bone-in, skin-on thighs",
"1 large bunch scallions (about 8), white and green parts",scallions,1,large bunch,,,"(about 8), white and green parts",
"2 shallots, peeled and halved",shallots,2,,,,peeled and halved,
"4 to 6 Scotch bonnet chili peppers, stems removed, or habaneros",Scotch bonnet chili peppers,4-6,,,,"stems removed, or habaneros",
"1 2-inch piece fresh ginger, peeled and coarsely chopped",fresh ginger,1,piece,,,"2-inch, peeled and coarsely chopped",
"6 garlic cloves, peeled",garlic,6,clove,,,peeled,
"1/4 cup fresh thyme leaves, or 1 tablespoon dried",fresh thyme leaves,0.25,cup,,,or 1 tablespoon dried,
"2 tablespoons ground allspice, more for sprinkling",ground allspice,2,tablespoon,,,more for sprinkling,
2 tablespoons soy sauce,soy sauce,2,tablespoon,,,,
2 tablespoons dark brown sugar,dark brown sugar,2,tablespoon,,,,
"1 tablespoon salt, more for sprinkling",salt,2,tablespoon,,,more for sprinkling,
1 tablespoon black pepper,black pepper,1,tablespoon,,,,
1/2 cup vegetable oil,vegetable oil,0.5,cup,,,,
1 tablespoon white or apple cider vinegar,white or apple cider vinegar,1,tablespoon,,,,
Freshly squeezed juice of 2 limes,limes,2,,,,freshly squeezed juice of,
2 tablespoons canola oil,canola oil,2,tablespoon,,,,
1 tablespoon chickpea flour,chickpea flour,1,tablespoon,,,,
1/4 teaspoon turmeric powder,turmeric powder,0.25,teaspoon,,,,
Dash of asafetida,asafetida,,dash,,,,
3 tablespoons unsweetened shredded coconut,unsweetened shredded coconut,3,tablespoon,,,,
1 tablespoon grated ginger,grated ginger,1,tablespoon,,,,
"1 teaspoon salt, plus more to taste",salt,1,teaspoon,,,plus more to taste,
2 teaspoons tamarind paste,tamarind paste,2,teaspoon,,,,
1 large or 2 medium eggplant,eggplant,1,large,,,or 2 medium eggplant,
Chopped fresh cilantro leaves for garnish,fresh cilantro,,,,,"chopped, for garnish",
1 tablespoon vegetable or peanut oil,vegetable oil,1,tablespoon,,,,
"1 teaspoon toasted sesame oil, more for drizzling",sesame oil,1,teaspoon,,,more for drizzling,
"3 garlic cloves, minced",garlic,3,clove,,,minced,
"1 1-inch-thick slice peeled fresh ginger root, minced",fresh ginger root,1,slice,,,"1-inch-thick, peeled fresh, minced",
"2 small bunches mustard greens, cleaned, stemmed and torn into pieces",mustard greens,2,small bunch,,,"cleaned, stemmed and torn into piece",
"1 tablespoon soy sauce, more for drizzling",soy sauce,1,tablespoon,,,more for drizzling,
"2 flounder fillets, 12 ounces each",flounder,2,fillet,,,12 ounce each,
Kosher salt and freshly ground black pepper,kosher salt and ground black pepper,,,,,freshly ,
2 teaspoons minced garlic,garlic,2,teaspoon,,,minced,
Salt and freshly ground black pepper,Salt and freshly ground black pepper,,,,,,
3 teaspoons pimentón,pimentón,3,teaspoon,,,,
2 tablespoons extra-virgin olive oil,extra-virgin olive oil,2,tablespoon,,,,
"2 swordfish or other fish steaks, about 1 1/2 pounds",swordfish or other fish steaks,2 1#1$2,pound,,,about,
1/2 cup mayonnaise,mayonnaise,0.5,cup,,,,
Lemon juice to taste,lemon juice,,,,,to taste,
"1 1/2 to 2 pounds tuna, about 1 inch thick, 2 or 4 steaks",tuna,1.5-2,pound,,,"about 1 inch thick, 2-4 steaks",
Extra-virgin olive oil as needed,extra-virgin olive oil,,,,,,
Salt and pepper,Salt and pepper,,,,,,
"1/4 cup pitted oil-cured olives, finely chopped",olives,0.25,cup,,,"pitted oil-cured, finely chopped",
About 1 cup mixed tender fresh herbs,fresh herbs,1,cup,,,mixed tender fresh,
"1 teaspoon minced garlic, optional",garlic,1,teaspoon,,,"minced, optional",
Lemon wedges,Lemon wedges,,,,,,
"3 tablespoons olive oil, more for drizzling",olive oil,3,tablespoon,,,more for drizzling,
"1 large onion, chopped",onion,1,large,,,chopped,
"2 garlic cloves, minced",garlic,2,clove,,,minced,
1 tablespoon tomato paste,tomato paste,1,tablespoon,,,,
1 teaspoon ground cumin,ground cumin,1,teaspoon,,,,
"1/4 teaspoon kosher salt, more to taste",kosher salt,0.25,teaspoon,,,more to taste,
1/4 teaspoon ground black pepper,ground black pepper,0.25,teaspoon,,,,
"Pinch of ground chile powder or cayenne, more to taste",ground chile powder,,pinch,,,"or cayenne, more to taste",
1 quart chicken or vegetable broth,chicken broth,1,quart,,,or vegetable broth,
2 cups water,water,2,cup,,,,
1 cup red lentils,red lentils,1,cup,,,,
"1 large carrot, peeled and diced",carrot,1,large,,,peeled and diced,
"Juice of 1/2 lemon, more to taste",lemon,0.5,,,,more to taste,
3 cups granulated sugar,granulated sugar,3,cup,,,,
8 large egg yolks,egg yolks,8,large,,,,
4 large eggs,eggs,4,large,,,,
1 tablespoon grated orange zest,orange zest,1,tablespoon,,,grated,
3/4 cup freshly squeezed orange juice,orange juice,0.75,cup,,,freshly squeezed,
"3/4 cup whole blanched almonds, finely ground, or 1 cup finely ground almonds",blanched almonds,0.75,cup,,,"whole, finely ground, or 1 cup finely ground almonds",
"2 cups whole blanched almonds, plus about 30 almonds for decoration",blanched almonds,2,cup,,,"whole blanched, plus about 30 almonds for decoration",
1 cup granulated sugar,granulated sugar,1,cup,,,,
1 large egg,egg,1,large,,,,
Finely grated zest of 1 lemon,lemon,1,,,,finely grated zest of,
11 ounces bittersweet (60 percent cacao) chocolate,bittersweet chocolate,11,ounce,,,(60 percent cacao),
"8 large eggs, separated",eggs,8,large,,,separated,
3/4 cup sugar,sugar,0.75,cup,,,,
1/2 cup extra-virgin olive oil,extra-virgin olive oil,0.5,cup,,,,
2 tablespoons kosher for Passover brandy,kosher for Passover brandy,2,tablespoon,,,,
"3 plain unsalted matzos, broken into bite-size pieces, soaked in cold water for 1 minute and gently squeezed dry",unsalted matzos,3,,,,"plain, broken into bite-size piece, soaked in cold water for 1 minute and gently squeezed dry",
2 tablespoons dried currants,dried currants,2,tablespoon,,,,
"2 tablespoons almonds, coarsely chopped",almonds,2,tablespoon,,,coarsely chopped,
"2 tablespoons dried apricots or prunes, coarsely chopped",dried apricots or prunes,2,tablespoon,,coarsely chopped,,
"3 large eggs, separated",eggs,3,large,,,separated,
1/4 cup matzo meal,matzo meal,0.25,cup,,,,
1/4 teaspoon salt,salt,0.25,teaspoon,,,,
"1/3 cup granulated sugar, more for sprinkling if desired",granulated sugar,0.333,cup,,,more for sprinkling if desired,
