input,name,quantity,unit,preparation,comment
1 litre/2 pints full-fat milk,full-fat milk,1 2,litre pint,,/
175g/6oz muscovado sugar,muscovado sugar,175 6,g oz,,/
"1 sharp green apple, such as Granny Smith, grated",sharp green apple,1,,grated,such as Granny Smith
120g/5oz oat flakes,oat flakes,120 5,g oz,,/
2 tsp good-quality Dijon mustard,Dijon mustard,2,tsp,,good-quality
"½ garlic clove, peeled, crushed",garlic,0.5,clove,"peeled, crushed",
"1 vanilla pod, split in half, seeds scraped out using a knife",vanilla pod,1,,"split in half, seeds scraped out using a knife",
75g/2½oz pumpkin seeds,pumpkin seeds,75 2.5,g oz,,/
25ml/1fl oz sweet chilli sauce,sweet chilli sauce,25 1,ml fl oz,,/
"2 medium red chillies, seeds removed and sliced",red chillies,2,medium,seeds removed and sliced,
5 tbsp ready-made redcurrant jelly,ready-made redcurrant jelly,5,tbsp,,
700ml/1 pint 5fl oz apple juice,apple juice,700 1 5,ml pint fl oz,,/
800g/1lb 12oz oats,oats,800 1 12,g lb oz,,/
"½ pork fillet, cut into strips",pork fillet,0.5,,cut into strips,
75ml/3fl oz plum brandy,plum brandy,75 3,ml fl oz,,/
3 tbsp good-quality dark rum,dark rum,3,tbsp,,good-quality
"1 free-range egg and 1 egg yolk, lightly beaten",free-range egg and 1 egg yolk,1,,lightly beaten,
1 large sprig rosemary,rosemary,1,large sprig,,
"1 tbsp icing sugar, to garnish",icing sugar,1,tbsp,,to garnish
Disco Gold hologram glitter,Disco Gold hologram glitter,,,,
125g/4½oz puff pastry,puff pastry,125 4.5,g oz,,/
12g/2 sachets fast-action dried yeast,sachets fast-action dried yeast,12 2,g,,/
400-500ml/14-18fl oz beef stock,beef stock,400-500 14-18,ml fl oz,,/
200ml/7fl oz bottled beer or ale,bottled beer or ale,200 7,ml fl oz,,/
1 jar marmalade,marmalade,1,jar,,
50ml/2fl oz vermouth,vermouth,50 2,ml fl oz,,/
"12 asparagus spears, woody ends trimmed",asparagus spears,12,,woody ends trimmed,
"100ml/3½fl oz double cream, lightly whipped",double cream,100 3.5,ml fl oz,lightly whipped,/
"edible glitter, optional",edible glitter,,,,optional
"4 cherry tomatoes, sliced",cherry tomatoes,4,,sliced,
160g/5¾ oz ground almonds,ground almonds,160 5.75,g oz,,/
"1 large free-range egg, beaten, plus extra for glazing",free-range egg,1,large,beaten,plus extra for glazing
"1 x 400g/14oz tin kidney beans, drained and rinsed",kidney beans,1 x 400 14,g oz tin ,drained and rinsed,/
3 finely chopped shallots,shallots,3,,finely chopped,
150g/5oz pork fillet,pork fillet,150 5,g oz,,/
"150g/5½oz ripe tomatoes, roughly chopped",ripe tomatoes,150 5.5,g oz,roughly chopped,/
"100g/3½oz whole walnuts, shells removed",whole walnuts,100 3.5,g oz,shells removed,/
"¼ pineapple, peeled and chopped",pineapple,0.25,,peeled and chopped,
100g/3½oz crushed amaretti biscuits,amaretti biscuits,100 3.5,g oz,crushed,/
"6 green beans, cut in half",green beans,6,,cut in half,
"1kg/2lb 4oz fruit and veg, include 5-6 types, such as radish pods, cucumber, courgette, nasturtium seeds, peppers, shallots or small onions, cauliflower, albino beetroot, French beans or runner beans",fruit and veg,1 2 4,kg lb oz,,"include 5-6 types, such as radish pods, cucumber, courgette, nasturtium seeds, peppers, shallots or small onions, cauliflower, albino beetroot, French beans or runner beans"
"450g/1lb canned sweetcorn, drained, chopped",canned sweetcorn,450 1,g lb,"drained, chopped",/
"300g/11oz Charlotte potatoes, boiled until tender, drained, sliced",Charlotte potatoes,300 11,g oz,"boiled until tender, drained, sliced",/
"60g/2¼oz unsalted butter, cubed",unsalted butter,60 2.25,g oz,cubed,/
"1 bunch mint, roughly chopped",mint,1,bunch,roughly chopped,
"1 large chicken, preferably organic",chicken,1,large,,preferably organic
"1 tsp thyme leaves, picked",thyme leaves,1,tsp,picked,
"2½cm/1in piece fresh root ginger, finely chopped",fresh root ginger,2.5 1,cm in piece,finely chopped,/
35g/1¼oz chopped almonds,almonds,35 1.25,g oz,chopped,/
75g/3oz soft light brown sugar,soft light brown sugar,75 3,g oz,,/
100g/3½oz blanched almonds,almonds,100 3.5,g oz,blanched,/
200g/7oz plain chocolate (minimum 70% cocoa solids),plain chocolate,200 7,g oz,,(minimum 70% cocoa solids) /
100g/3½ oz plain flour,plain flour,100 3.5,g oz,,/
"150g/5½oz rib-eye beef, cut into strips",rib-eye beef,150 5.5,g oz,cut into strips,/
½ tbsp garlic salt,garlic salt,0.5,tbsp,,
3 handfuls lamb’s lettuce,lamb’s lettuce,3,handful,,
700g/1lb10oz finely ground lamb mince,lamb mince,700 1 10,g lb oz,finely ground,/
pinch fine salt,fine salt,,pinch,,
"4 sun-blushed tomatoes, chopped",sun-blushed tomatoes,4,,chopped,
"4 new potatoes, thinly sliced",new potatoes,4,,thinly sliced,
"30g/1¼oz plain flour, plus extra for dusting",plain flour,30 1.25,g oz,,plus extra for dusting/
500g/17½oz lean minced lamb,lean minced lamb,500 17.5,g oz,,/
few knobs of butter,butter,few,knobs,,of
"3 large onions, thinly sliced",onions,3,large,thinly sliced,
3 tbsp hazelnut oil,hazelnut oil,3,tbsp,,
cold fizzy water,fizzy water,,,cold,
"2 garlic cloves, peeled, left whole",garlic,2,clove,"peeled, left whole",
"2 green cardamom pods, bruised",green cardamom pods,2,,bruised,
60g/2½oz jumbo porridge oats,jumbo porridge oats,60 2.5,g oz,,/
1 tsp roughly chopped fresh oregano (or thyme),fresh oregano,1,tsp,roughly chopped,(or thyme)
a good pinch chilli powder,chilli powder,,pinch,,a good pinch
"100g/4oz pak choi, thickly sliced keeping the white and green parts separate",pak choi,100 4,g oz,thickly sliced keeping the white and green parts separate,/
"1 celeriac, peeled and thinly sliced",celeriac,1,,peeled and thinly sliced,
"4 small whole lemon sole, guts removed",whole lemon sole,4,small,guts removed,
"4 tbsp sesame seeds, breadcrumbs or crushed crackers (optional), for coating",sesame seeds,4,tbsp,,"breadcrumbs or crushed crackers (optional), for coating"
225g/8oz blackberries,blackberries,225 8,g oz,,/
"1kg/2lb 4oz fish bones, such as lemon sole, brill and plaice",fish bones,1 2 4,kg lb oz,,"such as lemon sole, brill and plaice /"
1kg/2lb 4oz–1.3kg/3lb oxtail (ask your butcher to cut it into sections between the vertebrae),oxtail,1 2 4 1.3 3,kg lb oz kg lb,,- (ask your butcher to cut it into sections between the vertebrae) / /
4 tsp elderflower cordial,elderflower cordial,4,tsp,,
1 handful rocket,rocket,1,handful,,
"150g/5½oz monkfish tail, membrane removed",monkfish tail,150 5.5,g oz,membrane removed,/
"½ a nectarine, stone removed, flesh chopped",nectarine,0.5,,"stone removed, flesh chopped",a
"100g/3½oz Camembert, cut into triangles",Camembert,100 3.5,g oz,cut into triangles,/
"small handful of fresh coriander, chopped",fresh coriander,,small handful,chopped,of
"2 cloves garlic, peeled and roasted",garlic,2,clove,peeled and roasted,
"2 tbsp mint leaves, finely chopped",mint leaves,2,tbsp,finely chopped,
250ml/8¾fl oz chicken stock,chicken stock,250 8.75,ml fl oz,,/
1 tbsp torn fresh mint leaves,fresh mint leaves,1,tbsp,torn,
6 bacon rashers,bacon rashers,6,,,
"10 baby courgettes, finely sliced",baby courgettes,10,,finely sliced,
"300g/10½oz good quality milk or dark chocolate, chopped",milk or dark chocolate,300 10.5,g oz,chopped,good quality/
"2cm/1in knob fresh root ginger, thinly sliced",fresh root ginger,2 1,cm in knob,thinly sliced,/
"1 free-range egg yolk, for glazing",free-range egg yolk,1,,,for glazing
"30g/1oz mangetout, green beans or sugar snap peas",mangetout,30 1,g oz,,green beans or sugar snap peas/
2 tbsp heather honey,heather honey,2,tbsp,,
150ml/¼ pint soured cream,soured cream,150 0.25,ml pint,,/
"50g/1¾oz Wensleydale, crumbled",Wensleydale,50 1.75,g oz,crumbled,/
"4 slices white bread, cut in half",white bread,4,slice,cut in half,
"1kg/2lb 4oz boned lamb shoulder, cut into large chunks",boned lamb shoulder,1 2 4,kg lb oz,cut into large chunks,/
3 tbsp Madras curry paste or curry powder,Madras curry paste or curry powder,3,tbsp,,
10g/¼oz fresh tarragon,fresh tarragon,10 0.25,g oz,,/
"2 lemons, cut into wedges, to serve",lemons,2,,cut into wedges,to serve
"2 tbsp fresh coconut, grated (optional, but do not use desiccated)",fresh coconut,2,tbsp,grated,"(optional, but do not use desiccated)"
350ml/12fl oz lukewarm water,water,350 12,ml fl oz,lukewarm,/
"1 large leek, trimmed, sliced",leek,1,large,"trimmed, sliced",
½ tsp chopped truffle (from a jar),truffle,0.5,tsp,chopped,(from a jar)
"small handful of mint, basil and coriander leaves, torn","mint, basil and coriander leaves",,small handful,torn,of handful
"900g/2lb beetroot, boiled until tender, cut into wedges",beetroot,900 2,g lb,"boiled until tender, cut into wedges",/
"250g/8¾oz digestive biscuits, crushed",digestive biscuits,250 8.75,g oz,crushed,/
225g/8oz white caster sugar,white caster sugar,225 8,g oz,,/
5 tbsp dry gin,dry gin,5,tbsp,,
4 tsp white poppy seeds,white poppy seeds,4,tsp,,
3 tbsp buttermilk,buttermilk,3,tbsp,,
300ml/10fl oz hot chicken or vegetable stock,hot chicken or vegetable stock,300 10,ml fl oz,,/
5 tbsp groundnut oil,groundnut oil,5,tbsp,,
dash of grapefruit bitters (10 drops),grapefruit bitters,10,dash drop,,of dash ( )
"1cm/½in piece fresh ginger, very finely chopped",fresh ginger,1 0.5,cm in piece,very finely chopped,/
4-5 tbsp lukewarm milk,lukewarm milk,4-5,tbsp,,
"gel food colouring in green, orange, red and yellow",gel food colouring,,,,"in green, orange, red and yellow"
570ml/1pint calasparra (Spanish short-grain) rice,"calasparra, rice",570 1,ml pint,,(Spanish short-grain) /
50g/1½oz roasted chestnuts,roasted chestnuts,50 1.5,g oz,,/
1 small handful ice,ice,1,small handful,,
1 tsp chopped fresh parsley,fresh parsley,1,tsp,chopped,
55g/2oz baby spinach leaves,baby spinach leaves,55 2,g oz,,/
"110g/4oz fully ripe bananas, peeled, sliced into rounds",fully ripe bananas,110 4,g oz,"peeled, sliced into rounds",/
"150g/5oz piece pancetta, sliced into lardons",pancetta,150 5,g oz piece,sliced into lardons,/
½ tsp whole brown or yellow mustard seeds,whole brown or yellow mustard seeds,0.5,tsp,,
"125g/4½oz whole hazelnuts, shells removed (shelled weight)",whole hazelnuts,125 4.5,g oz,shells removed,(shelled weight)/
1 head garlic,garlic,1,head,,
"2 lemons, juice of 1, the other left whole",lemons,2,,"juice of 1, the other left whole",
small handful salad leaves,salad leaves,,small handful,,
5 tbsp moscatel wine vinegar,moscatel wine vinegar,5,tbsp,,
550g/1lb 3½oz Bramley apples,Bramley apples,550 1 3.5,g lb oz,,/
"8 Golden Delicious apples, peeled, cored and cut into quarters",Golden Delicious apples,8,,"peeled, cored and cut into quarters",
"100g/3½oz cabbage, very finely chopped",cabbage,100 3.5,g oz,very finely chopped,/
375ml/13½fl oz buttermilk,buttermilk,375 13.5,ml fl oz,,/
1 tbsp finely chopped fresh chervil,fresh chervil,1,tbsp,finely chopped,
2 kg/4lb 4oz beef bones,beef bones,2 4 4,kg lb oz,,/
"4 large firm tomatoes, cut in half from top to bottom, seeds removed and reserved",firm tomatoes,4,large,"cut in half from top to bottom, seeds removed and reserved",
"1 tsp cornflour, mixed with 1 tsp water",cornflour,1,tsp,mixed with 1 tsp water,
"80g/3oz cheddar, grated",cheddar,80 3,g oz,grated,/
"½ baguette, sliced in half lengthways",baguette,0.5,,sliced in half lengthways,
"300g/10½oz white chocolate, roughly chopped",white chocolate,300 10.5,g oz,roughly chopped,/
1 bunch fresh parsley,fresh parsley,1,bunch,,
1½ tsp Thai fish sauce,Thai fish sauce,1.5,tsp,,
"1 tbsp roughly chopped, fresh basil",fresh basil,1,tbsp,roughly chopped,
90g/3½oz unsalted butter,unsalted butter,90 3.5,g oz,,/
"4 small parsnips, chopped",parsnips,4,small,chopped,
"100g/3½oz baby spinach, washed",baby spinach,100 3.5,g oz,washed,/
3 rock oysters,rock oysters,3,,,
150g/5oz demerara sugar,demerara sugar,150 5,g oz,,/
1 tbsp glycerine,glycerine,1,tbsp,,
"pheasant, preferably hen as they are fattier",pheasant,,,,preferably hen as they are fattier
3kg/6lb 8oz plain flour,plain flour,3 6 8,kg lb oz,,/
5g dried cep powder,dried cep powder,5,g,,
"200g/7¼oz Jersey Royal potatoes, finely diced",Jersey Royal potatoes,200 7.25,g oz,finely diced,/
3 tbsp single cream,single cream,3,tbsp,,
"1 medium cauliflower, broken into small florets",cauliflower,1,medium,broken into small florets,
250ml/8fl oz lime juice,lime juice,250 8,ml fl oz,,/
1 tbsp finely chopped fresh rosemary leaves,fresh rosemary leaves,1,tbsp,finely chopped,
"1 lemongrass stalk, outer layers removed, finely sliced",lemongrass,1,stalk,"outer layers removed, finely sliced",
½ tsp chopped garlic,garlic,0.5,tsp,chopped,
"190g/6¾oz cream cheese, full fat",full fat cream cheese,190 6.75,g oz,,/
"225g/8oz butter, softened, plus extra, melted, for greasing",butter,225 8,g oz,"softened, melted","plus extra, for greasing /"
good shake each of cumin seeds and coriander seeds,cumin seeds and coriander seeds,good,shakes,,of each
"1 butternut squash, trimmed, peeled, deseeded",butternut squash,1,,"trimmed, peeled, deseeded",
¼-½ tsp red wine vinegar,red wine vinegar,0.25-0.5,tsp,,
"½ lime, juiced and cut into wedges",lime,0.5,,juiced and cut into wedges,
"6 slices dry-cured streaky bacon, sliced into lardons",dry-cured streaky bacon,6,slice,sliced into lardons,
"1 tomato, roughly chopped",tomato,1,,roughly chopped,
"1 sweet potato, peeled, grated and drained of water",sweet potato,1,,"peeled, grated and drained of water",
50g/1¾oz popcorn kernels,popcorn kernels,50 1.75,g oz,,/
5 tbsp green chutney (avaliable at Asian supermarkets),green chutney,5,tbsp,,(avaliable at Asian supermarkets)
4 free range eggs,free range eggs,4,,,
300g/11oz white crabmeat,white crabmeat,300 11,g oz,,/
"1 chive flower, leaves separated, to serve (optional)",chive flower,1,,leaves separated,to serve (optional)
4 cloves garlic (crushed),garlic,4,clove,(crushed),
150g/5fl oz dark soy sauce,dark soy sauce,150 5,g fl oz,,/
"1 x 300g/11oz packet spinach, either fresh or frozen (if frozen ensure that it is defrosted thoroughly)",spinach,1 x 300 11,packet g oz,,either fresh or frozen (if frozen ensure that it is defrosted thoroughly) / 
"450g/1 lb fresh soft bean curd (tofu), cut into 3.5cm/1½in cubes",fresh soft bean curd,450 1,g lb,cut into 3.5 cm / 1.5 in cubes,/ (tofu)
1 tsp chilli oil,chilli oil,1,tsp,,
25g/1oz chopped shallot,shallot,25 1,g oz,chopped,/
440g/15½oz plain flour,plain flour,440 15.5,g oz,,/
½ tsp chopped parsley,parsley,0.5,tsp,chopped,
"400g/14¼oz fresh salmon, skinned, finely chopped",fresh salmon,400 14.25,g oz,"skinned, finely chopped",/
"1 pear, cut into wedges",pear,1,,cut into wedges,
"1 large carrot, peeled, julienned",carrot,1,large,"peeled, julienned",
"225g/9oz packet ready-made filo pastry, fresh or frozen (you'll need about ten sheets measuring about 34cm x 30cm/13in x 12in or larger in size)",ready-made filo pastry,225 9,g oz packets,,/ fresh or frozen (you'll need about 10 sheets measuring about 34 cm x 30 cm / 13 in x 12 in or larger in size)
"25g/1oz shelled walnuts, chopped",walnuts,25 1,g oz,"shelled, chopped",/
50g/1¾oz custard powder,custard powder,50 1.75,g oz,,/
"2 spring onions, trimmed and finely sliced, to garnish",spring onions,2,,trimmed and finely sliced,to garnish
4 flour tortillas,flour tortillas,4,,,
"ground black pepper, to taste",ground black pepper,,,,to taste
750ml/1 pint 7fl oz water,water,750 1 7,ml pint fl oz,,/
3 tsp rapeseed oil,rapeseed oil,3,tsp,,
2 tsp double cream,double cream,2,tsp,,
1 litre/1¾ pint olive oil,olive oil,1 1.75,litre pint,,/
"50g/1¾oz golden breadcrumbs (if not available, substitute with 30g/1oz fresh white breadcrumbs mixed with 20g/½oz easy-cook polenta)",golden breadcrumbs,50 1.75,g oz,,"/ (if not available, substitute with 30 g / 1 oz fresh white breadcrumbs mixed with 20 g / 0.5 oz easy-cook polenta)"
1 large can red salmon,red salmon,1,large can,,
"85g/3oz light muscovado sugar,",light muscovado sugar,85 3,g oz,,/
36 fresh raspberries,fresh raspberries,36,,,
"½ mango, skin and stone removed, flesh cut into chunks",mango,0.5,,"skin and stone removed, flesh cut into chunks",
450ml/1 pint whole milk,whole milk,450 1,ml pint,,/
"250g/9oz unsalted butter, cut into cubes",unsalted butter,250 9,g oz,cut into cubes,/
"4 duck breasts, skin scored diagonally with a sharp knife",duck breasts,4,,skin scored diagonally with a sharp knife,
500g/1lb 2oz all butter ready-rolled puff pastry,all butter ready-rolled puff pastry,500 1 2,g lb oz,,/
"5 radishes, thinly sliced",radishes,5,,thinly sliced,
250g/9oz Greek yoghurt,Greek yoghurt,250 9,g oz,,/
"400g/14oz dark chocolate, melted and tempered",dark chocolate,400 14,g oz,melted and tempered,/
225ml/8fl oz strong warm tea,tea,225 8,ml fl oz,strong warm,/
"3 free-range eggs, yolks and whites separated",free-range eggs,3,,yolks and whites separated,
"500g/1lb 2oz cod loin, skinned",cod loin,500 1 2,g lb oz,skinned,/
1 small bunch cherry tomatoes on the vine,cherry tomatoes,1,small bunch,,on the vine bunch
"1 tbsp unsweetened desiccated coconut, soaked in a few spoonfuls of hot water (optional)",unsweetened desiccated coconut,1,tbsp,soaked in a few spoonfuls of hot water,(optional)
"30g/1oz ginger, peeled and thinly sliced",ginger,30 1,g oz,peeled and thinly sliced,/
"1 free-range egg, lightly beaten OR 2 free-range egg yolks, lightly beaten","free-range egg, egg yolks",1,,lightly beaten,"OR 2 free-range, lightly beaten"
750g/1lb 10oz plain flour,plain flour,750 1 10,g lb oz,,/
"6 circles sliced bread, fried in lard",circles sliced bread,6,,fried in lard,
"4 x 150g/5¼oz salmon fillets, cut into cubes",salmon fillets,4 x 150 5.25,g oz,cut into cubes,/
"5g toasted sunflower seeds, crushed",sunflower seeds,5,g,"toasted, crushed",
ice cream or double cream,ice cream or double cream,,,,
2 tbsp chopped basil,basil,2,tbsp,chopped,
"10 boneless chicken thighs, diced",boneless chicken thighs,10,,diced,
200g/7oz natural marzipan,natural marzipan,200 7,g oz,,/
10g/½oz butter,butter,10 0.5,g oz,,/
2 poussin,poussin,2,,,
red and blue food colouring,red and blue food colouring,,,,
