input,name,quantity,unit,size,preparation,comment,purpose
1 small whole free-range chicken,,,,,,,
"small bunch thyme, leaves picked",,,,,,,
"750g/1lb 10oz boneless beef shin, cut into 2.5cm/1in cubes",,,,,,,
55g/2oz mild cheddar cheese,,,,,,,
"30g/1¼oz parmesan, freshly grated",,,,,,,
½ x 75cl bottle dry white wine,,,,,,,
2 tbsp rapeseed oil,,,,,,,
"2 tomatoes, cut in half and sliced",,,,,,,
"1 tsp sesame oil, to serve",,,,,,,
"1 x 400g tin plum tomatoes, preferably San Marzano, blended to a purée",,,,,,,
"¼ red cabbage, shredded",,,,,,,
30g/1oz fresh coriander,,,,,,,
"80g/2¾oz butter, plus extra for greasing",,,,,,,
"175g/6oz chargrilled artichoke hearts in oil, drained and chopped",,,,,,,
"3 tbsp dill, roughly chopped",,,,,,,
75g/2¾oz icing sugar,,,,,,,
"1 free-range egg, lightly beaten (egg wash)",,,,,,,
"½ red pepper, seeds removed, chopped",,,,,,,
"750g/1½lb baby spinach, washed",,,,,,,
"90g/3¼oz chana dal (Bengal gram or split yellow peas), soaked in cold water for about an hour",,,,,,,
5 white peppercorns,,,,,,,
180g/6¼oz caster sugar,,,,,,,
demerara sugar,,,,,,,
2 drops almond extract,,,,,,,
"2 beef cheeks, fully trimmed",,,,,,,
"100g/3½oz napa cabbage, sliced",,,,,,,
"small bunch fresh chives, cut into short lengths, to serve",,,,,,,
50g/2oz frozen blueberries,,,,,,,
"6 smoked bacon rashers, cut into strips",,,,,,,
300ml/10½fl oz fish stock (made from the bones of white-fleshed fish only),,,,,,,
"300ml/10fl oz chicken stock, made with ½ stock cube",,,,,,,
4 tbsp frozen milk,,,,,,,
8 tablespoons icing sugar,,,,,,,
4–5 tbsp cold water,,,,,,,
"bunch fresh mint, leaves only",,,,,,,
splash Worcestershire sauce,,,,,,,
125g/4½oz ‘00’ pasta flour,,,,,,,
"1.5kg/3lb 6oz mussels, beards removed",,,,,,,
"2 figs, cut into wedges",,,,,,,
"1 or 2 green chillies, to taste, seeded and finely chopped",,,,,,,
"100g/3½oz pork fillet, cut into thin strips",,,,,,,
500g/1lb 2oz fresh broad bean pods,,,,,,,
"450g/1Ib sole or lemon sole fillets, skinned",,,,,,,
¾ tbsp maple syrup,,,,,,,
3 heaped tbsp oyster sauce,,,,,,,
"30g/1oz Edam cheese, grated",,,,,,,
"½ leek, white part only, finely chopped",,,,,,,
1 tsp beef dripping,,,,,,,
100g/3½oz black olives,,,,,,,
225g/8oz currants,,,,,,,
"1 large free-range eggs, beaten, for glazing",,,,,,,
"55g/2oz tinned chickpeas, drained",,,,,,,
"½ tsp dried, fast-action yeast",,,,,,,
75ml/2½fl oz golden syrup,,,,,,,
300ml/10½fl oz yoghurt,,,,,,,
"1 avocado, cut into large wedges",,,,,,,
2 tbsp orange blossom honey,,,,,,,
110g/3½oz frozen peas,,,,,,,
25g/1oz black mustard seeds,,,,,,,
"ice, for blanching",,,,,,,
500g/1lb 2oz white asparagus,,,,,,,
"2 rabbit legs, bone removed, chopped",,,,,,,
"1 mango, peeled, stoned and sliced",,,,,,,
"250g/9oz strawberries, hulled and quartered",,,,,,,
90ml/3fl oz maple syrup,,,,,,,
3 tbsp chopped ginger in syrup,,,,,,,
¼ tsp almond essence,,,,,,,
1 tbsp picked thyme,,,,,,,
20 chocolate coffee beans (optional),,,,,,,
2½ tbsp sesame oil,,,,,,,
100g/3½oz panko Japanese breadcrumbs,,,,,,,
2 sage leaves,,,,,,,
"30g/1oz root ginger, peeled",,,,,,,
"1 vanilla pod, split in half lengthways and seeds removed",,,,,,,
25g/1oz brown mustard seeds,,,,,,,
"1 yellow tomato, chopped",,,,,,,
"250g/9oz salt cod, soaked and cooked and flaked",,,,,,,
"140g/5oz carrots, diced",,,,,,,
75g/2½oz almonds,,,,,,,
"300g/10½oz dark chocolate, broken up",,,,,,,
150g/5½oz wild garlic leaves,,,,,,,
1 tsp groundnut oil,,,,,,,
1 tbsp brandy (optional),,,,,,,
½ tsp dried oregano,,,,,,,
"550g/1lb 3½oz strong plain flour, plus extra for dusting",,,,,,,
"6 large tomatoes, roughly chopped",,,,,,,
"1 bouquet garni made up of 2 bay leaves, 2 sprigs thyme, 2 sprigs flat-leaf parsley",,,,,,,
"1 tsp vanilla extract or ½ vanilla pod, split lengthways",,,,,,,
75g/2¾oz ready-made mayonnaise,,,,,,,
"few sprigs fresh coriander, finely chopped",,,,,,,
6 free-range eggs (optional),,,,,,,
"small handful fresh coriander leaves, chopped",,,,,,,
"40g/1½oz whole shelled almonds, roughly chopped",,,,,,,
180ml/6fl oz cider vinegar,,,,,,,
"1 tsp whole mint leaves, to garnish",,,,,,,
75g/3oz beef dripping,,,,,,,
"2 onions, peeled, finely chopped",,,,,,,
1 tbsp soft dark brown sugar,,,,,,,
1 litre/1¾pint strawberry ice cream,,,,,,,
290ml/½ pint hot water,,,,,,,
50ml/2fl oz dry Madeira,,,,,,,
"250g/9oz bulgur wheat, soaked in cold water overnight",,,,,,,
2 tbsp pea shoots,,,,,,,
"1 dessert apple, peeled, cored and chopped",,,,,,,
"200g/7oz pancetta, sliced into lardons",,,,,,,
1½ tsp roasted and ground Sichuan peppercorns,,,,,,,
"1 large potato, peeled and diced",,,,,,,
10 lavender flowers,,,,,,,
1 x 397g/14oz tin caramel condensed milk,,,,,,,
"1 chicken breast, cut in half lengthways (use the remaining chicken breast half in another recipe)",,,,,,,
400g/14oz pork shoulder steaks (6 Steaks),,,,,,,
lamb stock (from above),,,,,,,
"1x400g can artichoke hearts, drained, chopped chunky",,,,,,,
4 sirloin steaks,,,,,,,
10–12 slices square brioche loaf,,,,,,,
4 tbsp lemon balm leaves or baby basil leaves,,,,,,,
75ml/2½fl oz olive oil,,,,,,,
250g/9oz prawn heads and shells,,,,,,,
"2 free-range eggs, hard boiled, peeled",,,,,,,
"3 onions, cut in half",,,,,,,
1½ tbsp ginger and garlic paste,,,,,,,
50g/2oz parmesan,,,,,,,
"few slices Swiss cheese, such as emmental or gruyère",,,,,,,
"2 red chilies, seeds removed and finely diced",,,,,,,
"3 sweetcorn cobs, kernels only",,,,,,,
125g/4½oz icing sugar,,,,,,,
"kirsch, to taste (optional)",,,,,,,
"8 radishes, thinly sliced",,,,,,,
cooked beetroot,,,,,,,
"2 eggs, separated",,,,,,,
"2 lemons, 1 juiced, 1 thinly sliced",,,,,,,
"2 sprigs fresh rosemary, chopped",,,,,,,
"400g/14oz salmon, bones and skin removed",,,,,,,
"1 large egg, beaten",,,,,,,
150ml/5fl oz olive oil,,,,,,,
1 large sprig fresh rosemary,,,,,,,
"2 tbsp orange liqueur, such as Cointreau or Grand Marnier",,,,,,,
1 sprig of flatleaf parsley,,,,,,,
"3 large passion fruit, seeds and pulp only",,,,,,,
120ml/4fl oz soured cream,,,,,,,
170g/6oz sea bass fillet,,,,,,,
125ml/4fl oz crème fraîche,,,,,,,
"1 leg of lamb, approximately 2kg/4½lb",,,,,,,
"200g/7oz unsalted butter, softened, plus a little extra for greasing",,,,,,,
"1 jar ready-made piccalilli, to serve",,,,,,,
"1 vanilla pod, split",,,,,,,
2 litres/3½ pints chicken stock,,,,,,,
"2 slices french bread, toasted",,,,,,,
"sesame seeds, to sprinkle",,,,,,,
"3 pitted prunes, halved",,,,,,,
4 tbsp extra virgin olive,,,,,,,
150g/5½oz walnuts pieces,,,,,,,
100-150ml/ 3½-5fl oz white wine or pale ale,,,,,,,
"6 x 100g/3½oz salmon fillets, skin removed",,,,,,,
"12 large sage leaves, roughly chopped",,,,,,,
50g/1¾oz baby spinach leaves,,,,,,,
"150g/5½oz dark chocolate (minimum 70% cocoa solids), finely chopped",,,,,,,
"5cm/2in piece fresh root ginger, cut into thin strips",,,,,,,
"1 small, onion peeled",,,,,,,
250g/8¾oz very fresh salmon fillets,,,,,,,
"1.5kg/3lb 5oz boneless loin of pork, butterflied",,,,,,,
"150g/5oz salmon, cooked, cut into cubes",,,,,,,
"1 litre/1¾ pints fish stock, cooked until reduced to 500ml/18fl oz",,,,,,,
"4 x 200g/7oz lamb fillets, trimmed",,,,,,,
1 tbsp orange juice,,,,,,,
"2 lamb fillets, trimmed",,,,,,,
splash of warm water to bind mix,,,,,,,
"3 long red chillies, sliced (take the seeds out if you don’t like it hot)",,,,,,,
"1 small bunch fresh coriander, leaves reserved, stalks finely chopped",,,,,,,
100g/4oz crème fraîche,,,,,,,
350g/12oz waxy potatoes,,,,,,,
"soft butter, for greasing",,,,,,,
750ml/1¼ pint fish stock,,,,,,,
175g/6oz unrefined brown sugar,,,,,,,
chilli flakes (optional),,,,,,,
½ tbsp chilli powder (optional),,,,,,,
105ml/3¾fl oz milk,,,,,,,
"9 large free-range eggs, 4 beaten, 5 left whole",,,,,,,
2 x 40g packets bread sauce mix,,,,,,,
150ml/5½fl oz glass white wine,,,,,,,
1 free-range egg yolks,,,,,,,
8 dashes Tabasco,,,,,,,
"20g/¾oz sun-dried tomatoes, roughly chopped",,,,,,,
24 slices of baguette,,,,,,,
"300g/10½oz potatoes, peeled, chopped",,,,,,,
2 tbsp fresh white breadcurmbs,,,,,,,
"1 mango, peeled, stone removed, finely chopped",,,,,,,
600g/1lb 5oz fresh white crabmeat,,,,,,,
1 tsp chopped fresh sorrel,,,,,,,
300g/10½oz plain chocolate,,,,,,,
3 large knobs of butter,,,,,,,
"2 carrots, peeled, sliced",,,,,,,
1 tbsp chia seeds,,,,,,,
"120g/4½oz unsalted butter, cubed",,,,,,,
"750g/1½lb Pink Fir Apple potatoes, peeled, parboiled and sliced into 1cm/½in pieces",,,,,,,
"1 large banana shallot, peeled and sliced on a mandoline into very thin rings",,,,,,,
"150ml/¼ pt double cream, whipped until soft peaks form",,,,,,,
sea salt and white pepper,,,,,,,
2 tsp finely chopped spring onion,,,,,,,
175g/6oz mixed dried fruit,,,,,,,
"50g/2oz double cream, whipped",,,,,,,
¼ cup dukkah spice mix (available online and from delis),,,,,,,
"2½cm/1in piece ginger, roughly chopped",,,,,,,
"1 large bunch mint leaves, finely chopped",,,,,,,
1 x 250g/9oz block halloumi cheese,,,,,,,
12 beef short ribs (about 1.5kg/3lb 8oz),,,,,,,
"¼ courgette, chopped",,,,,,,
45g/1¾oz caster sugar,,,,,,,
500ml/1pt chicken or vegetable stock,,,,,,,
"500ml/18fl oz hot vegetable oil, for deep frying",,,,,,,
150g/5oz soured cream,,,,,,,
"fresh coriander or parsley leaves, to garnish",,,,,,,
"2.5cm/1in piece root ginger, finely chopped",,,,,,,
"1 orange or lemon, zest and juice",,,,,,,
"1 medium bulb of fennel, roughly chopped",,,,,,,
"grated nutmeg, to taste",,,,,,,
"double cream, for drizzling (optional)",,,,,,,
"250g/9oz jasmine rice, cooked",,,,,,,
"1 lemon, zest grated, plus 4-5 tbsp lemon juice, to taste",,,,,,,
110g/4oz petit pois,,,,,,,
1 tbsp tarragon vinegar,,,,,,,
"60g/2½oz butter, melted",,,,,,,
3 cloves,,,,,,,
150ml/¼ pint mascarpone cream,,,,,,,
400g/14oz roe deer fillet,,,,,,,
1 x 400g/14oz tin tomatoes,,,,,,,
"100g/4oz good quality black pudding, diced finely",,,,,,,
"1 egg white, beaten until foamy",,,,,,,
"1 oz (25 g) mature cheddar, finely grated",,,,,,,
10–14 fresh curry leaves,,,,,,,
"400g/14oz small waxy potatoes, halved lengthways",,,,,,,
"150g/5½oz tinned tomatoes, drained and chopped",,,,,,,
240g/8½oz butter,,,,,,,
2 baby gem lettuces or 1 small lettuce,,,,,,,
"30g/1oz dried mushrooms, soaked in 150ml/5fl oz just boiled water",,,,,,,
1 slice white country bread,,,,,,,
2 x 500ml/18fl oz bottle porter beer,,,,,,,
"4 x 150g-175g/5-6oz scaled trout fillets, skin on",,,,,,,
50g/1¾oz butter,,,,,,,
"potato peelings, to taste",,,,,,,
"10 green olives, stones removed, roughly chopped",,,,,,,
"2 fresh mackerel, guts removed (ask your fishmonger to do this for you, or to butterfly the mackerel for you)",,,,,,,
"Marsala wine, half an egg shell's worth per egg",,,,,,,
"500g/1lb 2oz King Edward potatoes, peeled and cut into chunks",,,,,,,
1 tbsp shaoxing rice wine or dry sherry,,,,,,,
800g/1¾ lb beef topside or round shoulder,,,,,,,
1 tbsp black treacle,,,,,,,
250g/9oz best-quality shortcrust pastry,,,,,,,
pinch cinnamon,,,,,,,
1 heaped tsp saffron strands,,,,,,,
300ml/11fl oz beef or veal stock,,,,,,,
500g/1lb 2oz baby leaf spinach,,,,,,,
300ml/10fl oz pomegranate juice,,,,,,,
"2 x 100g/3½oz red mullet fillets, pin boned and diced",,,,,,,
110g/3½oz ground almonds,,,,,,,
"4 breakfast radishes, finely chopped",,,,,,,
24 tangerine segments,,,,,,,
125g/4½oz wild garlic,,,,,,,
1½ tsp glycerine,,,,,,,
"1 white onion, chopped",,,,,,,
75g/2½z butter,,,,,,,
"1 lime, sliced into 4 wedges",,,,,,,
180g/6¼oz unsalted butter,,,,,,,
200g/7oz strong white bread flour,,,,,,,
"4 green cardamom pods, crushed",,,,,,,
"1 red pepper, de-seeded and cubed",,,,,,,
1 tsp powdered ginger,,,,,,,
"1 large red chilli, trimmed, finely chopped",,,,,,,
300ml/10½fl oz tomato essence or passata,,,,,,,
"200g/7oz plain rice, cooked according to packet instructions",,,,,,,
1½ litre/2½ pints lamb stock,,,,,,,
"100g/3½ oz veal, flattened with a meat mallet or rolling pin",,,,,,,
"3 oranges, zest finely grated (fruit cut into wedges for serving)",,,,,,,
"2 medium onions, peeled, finely chopped",,,,,,,
salt and ground white pepper,,,,,,,
4 medium egg whites,,,,,,,
½ tbsp wholegrain mustard,,,,,,,
1 tbsp gram flour (chickpea flour),,,,,,,
"½ sweet potato, peeled and chopped",,,,,,,
dash cream (if mixture is too thick to spread),,,,,,,
"12 borage flowers, for garnish",,,,,,,
"4 anchovy fillets, tinned",,,,,,,
"2-3 large parsnips, peeled and cut into sixths",,,,,,,
"1 head garlic, top sliced off, remaining bulb wrapped in aluminium foil",,,,,,,
"1.5kg/3lb shoulder of new season lamb, hung for 10 days",,,,,,,
handful of lamb’s leaf salad,,,,,,,
"½ bunch mint, leaves only, ripped",,,,,,,
1.2kg/2lb10oz watermelon flesh,,,,,,,
"480g/1lb 1oz baby beetroot (a mixture of red, candy and yellow)",,,,,,,
85g/3oz salmon fillet,,,,,,,
7g/1/4oz sachet fast-action dried yeast,,,,,,,
250g/8oz icing sugar,,,,,,,
¼ tsp ground ginger,,,,,,,
small handful rocket,,,,,,,
"175g/6½oz icing sugar, sifted",,,,,,,
"2 tbsp fresh coriander stalks, chopped",,,,,,,
225g/8oz salt,,,,,,,
"1 small bunch of Italian parsley, chopped",,,,,,,
1½ tsp rosewater,,,,,,,
pinch curry powder,,,,,,,
2 tbsp white wine,,,,,,,
"crisp mixed salad, to serve",,,,,,,
"2 x 180g/6½oz fillets Torbay sole (also known as witch sole), skinned",,,,,,,
125g/4½ oz caster sugar,,,,,,,
1 tbsp chopped fresh rosemary leaves,,,,,,,
"rapeseed oil, for drizzling",,,,,,,
½ tsp peppermint essence,,,,,,,
3 tbsp red wine vinegar,,,,,,,
"fresh dill sprig, to garnish",,,,,,,
"2 handfuls spaghetti, broken into pieces",,,,,,,
"4oz/125g blue cheese, crumbled",,,,,,,
"2 tbsp flour, sieved",,,,,,,
70g/21/2oz butter,,,,,,,
large handful fresh coriander leaves,,,,,,,
"1 tbsp blackberry liqueur, such as crème de mure (optional)",,,,,,,
60g/2¼oz soft dark brown sugar,,,,,,,
"100g/3½oz walnuts, shells removed, chopped",,,,,,,
"2 lime leaves, thinly sliced",,,,,,,
"1 handful fresh basil, torn",,,,,,,
24 rashers streaky bacon,,,,,,,
"1 2.5kg/5½lb to 2.75kg/6lb salmon, scaled and filleted OR 2 1kg/1¼lb salmon fillets",,,,,,,
110g/4oz golden raisins,,,,,,,
2 guinea fowl legs and breasts (separated into thigh and drumstick),,,,,,,
"400g/14oz floury potatoes, peeled and cut into thick batons 6cm/2½in long and dried on kitchen paper",,,,,,,
50g/1¾oz Parmesan,,,,,,,
½ bunch rocket,,,,,,,
1 tsp finely chopped coriander leaves,,,,,,,
180ml/6fl oz white wine,,,,,,,
"150g/5½oz dried apricots, thinly sliced",,,,,,,
3 tbsp finely chopped cornichons,,,,,,,
"½ lemon, for squeezing",,,,,,,
"110g/4oz tinned sweetcorn, drained",,,,,,,
a large knob of butter,,,,,,,
"75g/3oz shallots, sliced",,,,,,,
825ml/1 pint 10fl oz milk,,,,,,,
"50g/2oz smoked trout, chopped",,,,,,,
"375g/13oz butter, plus extra for greasing",,,,,,,
"1 lamb stock cube, dissolved in 300ml/10½fl oz boiling water",,,,,,,
"2 mild green chillies, seeded, chopped",,,,,,,
"1 chicken breast, skinned and cut into 1in cubes",,,,,,,
"4 long slices foccocia bread, left to go stale",,,,,,,
450g/1lb cooked tagliolini or tagliatelle (a few tablespoons of cooking water reserved),,,,,,,
3 tbsp full-fat milk,,,,,,,
"½ tsp coriander seeds, crushed",,,,,,,
"1 medium aubergine, sliced",,,,,,,
200g/7oz green lentils,,,,,,,
4 slices black pudding,,,,,,,
570ml/1 pint vegetable stock,,,,,,,
"20g/¾oz fresh root ginger, finely chopped",,,,,,,
1 tsp dried oregano or dried mixed herbs,,,,,,,
"vegetable oil, to fry",,,,,,,
"12 chicken drumsticks (leg and thigh meat), skin removed",,,,,,,
1 tsp ground star anise,,,,,,,
3 tbsp sesame seeds,,,,,,,
"large knob of butter, softened, for greasing",,,,,,,
350g/12oz water (weighing the water is more accurate),,,,,,,
"½ lemon juice, juice only",,,,,,,
"1-2 celery sticks, diced",,,,,,,
10g/3½oz cheddar cheese,,,,,,,
"400g/14oz mixed wild mushrooms (pied de mouton, girolle, chanterelle and trompette de la mort)",,,,,,,
1 aubergine,,,,,,,
20g/½oz dashi powder (available in Japanese grocers and online),,,,,,,
300g/10½oz gram flour,,,,,,,
flakey salt and black pepper,,,,,,,
40g/1½oz mozzarella chopped,,,,,,,
crusty white bread,,,,,,,
"1 head broccoli, cut into small florets",,,,,,,
125g/4½oz mozzarella,,,,,,,
"natural sheep casings, cleaned thoroughly under cold running water (available from specialist online suppliers)",,,,,,,
"250g/9oz fresh porcini mushrooms, halved lengthways",,,,,,,
"1 cucumber, sliced 4mm/¼in thick",,,,,,,
"5 large prawns, shells and heads only",,,,,,,
"2 tbsp mint, shredded",,,,,,,
30g/1oz finely grated Parmesan (or alternative vegetarian hard cheese),,,,,,,
"1 yellow pepper, thinly sliced",,,,,,,
"4 bok choi, halved",,,,,,,
"2 tbsp garlic, finely chopped",,,,,,,
4–8 tbsp olive oil,,,,,,,
"750g/1lb 10oz mixed mushrooms (preferably portobello, chestnut and wild mushrooms), roughly chopped into chunks",,,,,,,
"250g/9oz txistorra, or other cured sausage, cut into 4cm/1½in cubes",,,,,,,
2 tbsp soft goats' cheese,,,,,,,
200ml/7oz water,,,,,,,
4 tsp finely chopped fresh chives,,,,,,,
"1 x 1kg/2lb 4oz leg of lamb, cut through the bone into 4 pieces",,,,,,,
"2 lime zest, only",,,,,,,
"200g/7oz canned chopped tomatoes, drained",,,,,,,
100g/3½oz rump steak,,,,,,,
"1 small red onion, cut into thin half-moons",,,,,,,
"1 large leek, finely shredded",,,,,,,
200g/7oz light muscovado sugar,,,,,,,
"200ml/7fl oz veal jus, or reduced beef stock",,,,,,,
75g/2¾oz Wensleydale cheese with cranberries,,,,,,,
1 tbsp light olive oil or vegetable oil,,,,,,,
10 whole cloves,,,,,,,
"1 King Edward potato, peeled and thinly sliced on a mandoline",,,,,,,
extra virgin olive oil or sesame oil for drizzling (optional),,,,,,,
250ml/8¾fl oz milk,,,,,,,
"200g/7oz mixed leaf salad, including watercress",,,,,,,
"1 nectarine, skin left on, stone removed, chopped",,,,,,,
450g/1lb canned morello cherries,,,,,,,
100g/3½oz homemade mayonnaise,,,,,,,
"5g unsalted butter, for spreading",,,,,,,
8-9 tbsp fresh tomato chutney,,,,,,,
"1 small handful coriander, finely chopped",,,,,,,
"50g/1¾oz mushrooms, finely sliced",,,,,,,
5 sheets nori sushi sheets,,,,,,,
"3 lemons, juice only",,,,,,,
"4 small potatoes, peeled, quartered",,,,,,,
"1 small chilli, finely chopped (optional)",,,,,,,
½ tsp freshly cracked black pepper,,,,,,,
8 tbsp ground almonds,,,,,,,
200g/7oz low-fat Greek yogurt (optional),,,,,,,
"200-250g/7-9oz mashed potatoes, to serve",,,,,,,
"100g/3½oz tinned chickpeas, rinsed and drained",,,,,,,
"handful broad beans, removed from pods and blanched",,,,,,,
400g/14oz Cornish new potatoes (if you cannot get Cornish use Jersey),,,,,,,
a generous fist full of basil leaves,,,,,,,
"115g/4oz celery, chopped",,,,,,,
"1 stick cinnamon, crushed",,,,,,,
"6 baked potatoes, to serve",,,,,,,
"1 tsp fennel seeds, toasted and roughly crushed",,,,,,,
1 tbsp ready-made horseradish cream,,,,,,,
10g/⅓oz salt,,,,,,,
"2oz/50g peas, fresh if possible, defrosted if frozen",,,,,,,
15–20 curry leaves,,,,,,,
100g/3½oz palm sugar,,,,,,,
"2 ripe tomatoes, halved lengthways",,,,,,,
"2 kohlrabi (around 650g/1lb 7oz), trimmed, peeled and cut into 2cm/¾in cubes",,,,,,,
"½ red romero pepper, diced",,,,,,,
"¼ cabbage, shredded",,,,,,,
"240ml/9fl oz water, at room temperature",,,,,,,
"125g/4½oz beef steak, finely sliced",,,,,,,
200g/7oz Camembert,,,,,,,
500ml/17½fl oz double cream (you may need a bit extra),,,,,,,
"oil, for basting",,,,,,,
"250g/9oz unsalted butter, softened, plus extra for greasing",,,,,,,
sea salt flakes and freshly ground black pepper,,,,,,,
80g/3fl oz double cream,,,,,,,
"½ Bramley apple or similar large cooking apple, peeled and chopped",,,,,,,
"2 passion fruit, halved",,,,,,,
pinch ground coriander seeds,,,,,,,
crispy bacon,,,,,,,
"½ leek, white part only, finely sliced",,,,,,,
110g/3¾oz Japanese panko breadcrumbs,,,,,,,
few sprigs fresh thyme,,,,,,,
"4 quail's eggs, poached",,,,,,,
1 small handful fresh thyme sprigs,,,,,,,
"1 firm conference pear, peeled",,,,,,,
vegetable oil for greasing,,,,,,,
"handful marjoram, chopped",,,,,,,
"1 red chilli, seeds removed, chopped or 1 tsp ground chilli",,,,,,,
2tsp salted black beans,,,,,,,
"8 lamb cutlets, preferably organic, trimmed of fat",,,,,,,
2–3 drops pink food colouring,,,,,,,
