Input,quantity,unit,item,comment
1 tbsp olive oil,1,tbsp,olive oil,
"1 red onion, cut into wedges",1,,red onion,cut into wedges
250 g beef mince,250,g,beef mince,
"225 g leeks, sliced",225,g,leeks,sliced
25 g panko breadcrumbs,25,g,panko breadcrumbs,
2 tbsp extra virgin olive oil,2,tbsp,extra virgin olive oil,
0.5 cup olive oil,0.5,cup,olive oil,
2 tbsp plain flour,2,tbsp,plain flour,
"125 g Nocellara olives (or another green olive), pitted and roughly chopped in half",125,g,Nocellara olives (or another green olive),pitted and roughly chopped in half
"Lime wedges, for serving",,,Lime wedges,for serving
200 g baby leaf spinach,200,g,baby leaf spinach,
2 tbsp olive oil,2,tbsp,olive oil,
"1 red pepper, deseeded and sliced",1,,red pepper,deseeded and sliced
"500 g new potatoes, halved",500,g,new potatoes,halved
"3 fresh green chillies, thinly sliced with seeds",3,,fresh green chillies,thinly sliced  with seeds
1 tbsp Worcestershire sauce,1,tbsp,Worcestershire sauce,
"1 carrot, finely diced",1,,carrot,finely diced
1x 400 g tin chopped tomatoes,1x,400 g tin,chopped tomatoes,
2 sprigs fresh thyme,2,sprigs,fresh thyme,
1 cup (unpacked) basil leaves,1,cup (unpacked),basil leaves,
2 tbsp freshly chopped basil,2,tbsp,freshly chopped basil,
"1 large onion, sliced",1,large,onion,sliced
2 tbsp chopped parsley or coriander leaves,2,tbsp,chopped parsley or coriander leaves,
"4 sticks celery, chopped",4,sticks,celery,chopped
500 g shelled fresh peas or frozen peas,500,g,shelled fresh peas or frozen peas,
"2 courgettes, cut into chunks",2,,courgettes,cut into chunks
8 boneless skinless chicken thighs,8,,boneless skinless chicken thighs,
1 tbsp olive oil,1,tbsp,olive oil,
0.5x 340 g tin sweetcorn,0.5x,340 g tin,sweetcorn,
0.5 tsp red-pepper flakes,0.5,tsp,red-pepper flakes,
4 tbsp oil,4,tbsp,oil,
2 eggs,2,,eggs,
5 tbsp sun-dried tomato puree,5,tbsp,sun-dried tomato puree,
3 tbsp olive oil,3,tbsp,olive oil,
"3 tbsp dried edible rose petals, finely ground",3,tbsp,dried edible rose petals,finely ground
salt and ground black pepper,,,salt and ground black pepper,
1 tbsp oil,1,tbsp,oil,
2 tsp ground cumin,2,tsp,ground cumin,
2 cup cooked chickpeas,2,cup,cooked chickpeas,
"0.5 bunch of spring onions, trimmed and sliced on the diagonal",0.5,bunch,of spring onions,trimmed and sliced on the diagonal
3 tbsp olive oil,3,tbsp,olive oil,
200 ml dry white wine,200,ml,dry white wine,
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
"1 large onion, thinly sliced",1,large,onion,thinly sliced
finely grated rind of 1 lime,,,finely grated rind of 1 lime,
"1 pepper (any colour), deseeded and chopped",1,,pepper (any colour),deseeded and chopped
1 mug water + lamb stock cube,1,mug,water + lamb stock cube,
0.5 tbsp vegetable oil,0.5,tbsp,vegetable oil,
1 tbsp sunflower oil,1,tbsp,sunflower oil,
500 ml hot vegetable stock,500,ml,hot vegetable stock,
"kosher salt and black pepper, to taste",,,kosher salt and black pepper,to taste
1 bay leaf,1,,bay leaf,
2 cloves garlic,2,cloves,garlic,
1 tsp paprika,1,tsp,paprika,
700 ml weak chicken stock (use 1 stock cube),700,ml,weak chicken stock (use 1 stock cube),
"2 green onions, sliced",2,,green onions,sliced
2 mugs water,2,mugs,water,
0.5 small red onion,0.5,small,red onion,
ground black pepper,,,ground black pepper,
0.5 mug Parmesan cheese,0.5,mug,Parmesan cheese,
1 tsp cumin seed,1,tsp,cumin seed,
3 tbsp olive oil,3,tbsp,olive oil,
0.5 mug water + 1 chicken stock cube,0.5,mug,water + 1 chicken stock cube,
olive oil,,,olive oil,
"2 red chillies, deseeded and sliced",2,,red chillies,deseeded and sliced
1 beef stock cube,1,,beef stock cube,
1 tbsp medium curry powder,1,tbsp,medium curry powder,
175 g Puy lentils,175,g,Puy lentils,
200 g frozen peas,200,g,frozen peas,
"75 g pine nuts, toasted",75,g,pine nuts,toasted
2 tsp baking powder,2,tsp,baking powder,
0.75 tsp ground cloves,0.75,tsp,ground cloves,
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
1 bunch chives,1,bunch,chives,
3 tbsp fresh mint leaves,3,tbsp,fresh mint leaves,
"2 large chicken thighs, skin on bone in",2,large,chicken thighs,skin on  bone in
salt and ground black pepper,,,salt and ground black pepper,
2 tbsp lime juice,2,tbsp,lime juice,
"30 g anchovy fillets in oil, drained and finely chopped (about 8 or 9)",30,g,anchovy fillets in oil,drained and finely chopped (about 8 or 9)
"750 g mixed root vegetables (such as carrot, swede, turnip), peeled and chopped",750,g,"mixed root vegetables (such as carrot, swede, turnip)",peeled and chopped
2 red peppers,2,,red peppers,
"1 fat clove garlic, crushed",1,,fat clove garlic,crushed
Cheddar,,,Cheddar,
455 g extra lean beef mince,455,g,extra lean beef mince,
6 tsp Thai green curry paste,6,tsp,Thai green curry paste,
75 ml olive oil,75,ml,olive oil,
1 tbsp Worcestershire sauce,1,tbsp,Worcestershire sauce,
1x 100 g bag baby leaf spinach,1x,100 g bag,baby leaf spinach,
"1.5 kg mixed vegetables, aubergines, courgettes, chard, carrots, peppers, green beans, pumpkin",1.5,kg,mixed vegetables,"aubergines, courgettes, chard, carrots, peppers, green beans, pumpkin"
juice of &frac12; a lemon,,,juice of &frac12; a lemon,
"120 g smoked streaky bacon, sliced into matchsticks",120,g,smoked streaky bacon,sliced into matchsticks
"1x 400 g can black beans, drained and rinsed",1x,400 g can,black beans,drained and rinsed
"1 large onion, roughly chopped",1,large,onion,roughly chopped
8 skinless chicken thighs,8,,skinless chicken thighs,
3 tbsp jerk seasoning,3,tbsp,jerk seasoning,
25 g butter,25,g,butter,
"3 cloves garlic, unpeeled",3,cloves,garlic,unpeeled
"0.5 lb baby potatoes, halved if larger",0.5,lb,baby potatoes,halved if larger
"0.5 inch cube ginger, grated",0.5,inch cube,ginger,grated
1 tbsp ground cumin,1,tbsp,ground cumin,
"2 small banana shallots, finely chopped (100 g)",2,small,banana shallots,finely chopped (100 g)
juice 1 lime,,,juice 1 lime,
"8 large good-quality, herby pork sausages",8,large,"good-quality, herby pork sausages",
fresh chopped dill,,,fresh chopped dill,
8 oz whole what rice noodles,8,oz,whole what rice noodles,
175 ml double cream,175,ml,double cream,
300 ml milk,300,ml,milk,
1 tbsp sunflower oil,1,tbsp,sunflower oil,
"240 g pack mixed frozen seafood, defrosted",240,g,pack mixed frozen seafood,defrosted
1 large onion,1,large,onion,
4 egg whites,4,,egg whites,
100 ml dry white wine,100,ml,dry white wine,
"85 g mushroom, quartered",85,g,mushroom,quartered
0.5 tsp ground nutmeg,0.5,tsp,ground nutmeg,
0.25 orange (zest only),0.25,,orange (zest only),
"2 tsp dill, finely chopped, to serve",2,tsp,dill,"finely chopped, to serve"
"3 medium carrot, sliced (about 200 g)",3,medium,carrot,sliced (about 200 g)
1 clove garlic,1,clove,garlic,
1 tsp sugar,1,tsp,sugar,
3 tbsp Moroccan spice mix,3,tbsp,Moroccan spice mix,
1 bag bistro salad,1,bag,bistro salad,
3 heaped tbsp tomato puree,3,heaped tbsp,tomato puree,
"3 spring onions, chopped",3,,spring onions,chopped
2 tbsp brown sugar,2,tbsp,brown sugar,
"6 mushrooms, sliced",6,,mushrooms,sliced
"1 small cauliflower, cut into small pieces",1,small,cauliflower,cut into small pieces
"1x 300 g pack vine tomatoes, roughly chopped",1x,300 g pack,vine tomatoes,roughly chopped
1 tbsp ground allspice,1,tbsp,ground allspice,
1 tbsp olive oil,1,tbsp,olive oil,
2 cups marinara (or more to your liking),2,cups,marinara (or more to your liking),
"1 large onion, peeled and finely chopped",1,large,onion,peeled and finely chopped
1 tsp tumeric,1,tsp,tumeric,
"rice or naan bread, to serve",,,rice or naan bread,to serve
0.25 tsp crushed red pepper flakes,0.25,tsp,crushed red pepper flakes,
3 cloves garlic,3,cloves,garlic,
1x 200 g pack pancetta lardons,1x,200 g pack,pancetta lardons,
1 tsp dried tarragon,1,tsp,dried tarragon,
3 large eggs,3,large,eggs,
85 ml olive oil,85,ml,olive oil,
zest and juice 1 lemon,,,zest and juice 1 lemon,
1 small cinnamon stick,1,small,cinnamon stick,
1 tsp olive oil,1,tsp,olive oil,
pinch saffron strands,,pinch,saffron strands,
Salt,,,Salt,
1 veg stock cube,1,,veg stock cube,
1 tsp lime zest,1,tsp,lime zest,
1.5 tbsp lemon juice,1.5,tbsp,lemon juice,
300 ml creme fraiche or soured cream,300,ml,creme fraiche or soured cream,
1 cup tomato paste,1,cup,tomato paste,
"2 cloves garlic, finely chopped",2,cloves,garlic,finely chopped
100 g frozen peas,100,g,frozen peas,
"750 g baby salad potatoes, halved",750,g,baby salad potatoes,halved
"1 large mango, stoned, peeled and diced",1,large,mango,"stoned, peeled and diced"
0.25 cup fresh lime juice,0.25,cup,fresh lime juice,
"tzatziki, mixed salad and new potatoes, to serve",,,"tzatziki, mixed salad and new potatoes",to serve
4 bread rolls,4,,bread rolls,
1 tsp olive oil,1,tsp,olive oil,
2 tsp sumac,2,tsp,sumac,
2 leeks,2,,leeks,
1 tbsp vegetable oil,1,tbsp,vegetable oil,
"grated parmesan, to serve",,,grated parmesan,to serve
"small bunch coriander, chopped",,small bunch,coriander,chopped
"1 clove garlic, crushed",1,clove,garlic,crushed
500 ml vegetable or chicken stock,500,ml,vegetable or chicken stock,
"3 cloves garlic, crushed",3,cloves,garlic,crushed
1 tbsp unsalted butter,1,tbsp,unsalted butter,
175 g smoked haddock fillet,175,g,smoked haddock fillet,
finely grated zest of 1 lemon,,,finely grated zest of 1 lemon,
"1 nest vermicelli, about 35 g",1,nest,vermicelli,about 35 g
1 l chicken stock,1,l,chicken stock,
3 cloves garlic,3,cloves,garlic,
1 tsp turmeric,1,tsp,turmeric,
"1x 400 g tin butter beans, drained and rinsed",1x,400 g tin,butter beans,drained and rinsed
"fingertip-size piece fresh root ginger, finely grated",,fingertip-size piece,fresh root ginger,finely grated
500 g dried linguine,500,g,dried linguine,
2x 250 g cartons quark,2x,250 g cartons,quark,
375 g basmati rice,375,g,basmati rice,
"1 red chilli, deseeded and finely chopped",1,,red chilli,deseeded and finely chopped
"1-2 sprigs rosemary, needles picked and finely chopped",1-2,sprigs,rosemary,needles picked and finely chopped
"250 g red cabbage, shredded",250,g,red cabbage,shredded
2 tbsp vegetable or olive oil,2,tbsp,vegetable or olive oil,
"1x 200 g pack Tenderstem brocolli, stems halved if very long",1x,200 g pack,Tenderstem brocolli,stems halved if very long
zest and juice 1 lime,,,zest and juice 1 lime,
3 cups canned diced tomatoes,3,cups,canned diced tomatoes,
2 mugs water + 1 tbsp concentrated liquid vegetable stock or 1 vegetable stock cube,2,mugs,water + 1 tbsp concentrated liquid vegetable stock or 1 vegetable stock cube,
400 g fettuccine (or spaghetti),400,g,fettuccine (or spaghetti),
1 chicken stock cube,1,,chicken stock cube,
"4 roasted red peppers, chopped",4,,roasted red peppers,chopped
350 ml white wine,350,ml,white wine,
1 tbsp pepper,1,tbsp,pepper,
4 lemon wedges,4,,lemon wedges,
0.333 cup whole milk,0.333,cup,whole milk,
"2 tsp soy sauce, plus extra for serving",2,tsp,soy sauce,plus extra for serving
1 tsp smoked paprika,1,tsp,smoked paprika,
a squeeze of lemon juice,,,a squeeze of lemon juice,
"2 onions, finely chopped",2,,onions,finely chopped
350 g dried spaghetti,350,g,dried spaghetti,
"2 onions, chopped",2,,onions,chopped
3 tbsp sunflower oil,3,tbsp,sunflower oil,
0.25 tsp ground coriander,0.25,tsp,ground coriander,
"1 tsp canola or safflower oil, or other neutral oil",1,tsp,canola or safflower oil,or other neutral oil
"8 pitted olives, roughly chopped",8,,pitted olives,roughly chopped
pepper to taste,,,pepper to taste,
"1 large onion, finely chopped",1,large,onion,finely chopped
0.25 tsp fine sea salt,0.25,tsp,fine sea salt,
200 ml water,200,ml,water,
"2 rings pineapple, from a tin (or about 50 g fresh), drained and diced",2,rings,pineapple,"from a tin (or about 50 g fresh), drained and diced"
olive oil,,,olive oil,
0.25 tsp shrimp paste (optional),0.25,tsp,shrimp paste (optional),
Salt and freshly ground black pepper,,,Salt and freshly ground black pepper,
1 mug basmati rice cooked in 2 mugs water,1,mug,basmati rice cooked in 2 mugs water,
300 ml vegetable stock,300,ml,vegetable stock,
"4 spring onions, shredded, to serve",4,,spring onions,"shredded, to serve"
"25 g parmesan or vegetarian alternative, grated",25,g,parmesan or vegetarian alternative,grated
"2 onions, cut into wedges",2,,onions,cut into wedges
"1 onion, chopped",1,,onion,chopped
"1 large red pepper, deseeded and diced",1,large,red pepper,deseeded and diced
50 g butter,50,g,butter,
"1 lime, juiced",1,,lime,juiced
"1 stick celery, finely diced",1,stick,celery,finely diced
2 handfuls rocket,2,handfuls,rocket,
1x 410 g can green lentils,1x,410 g can,green lentils,
3 tbsp vegetable oil,3,tbsp,vegetable oil,
400 g dried tagliatelle,400,g,dried tagliatelle,
"2 preserved lemons, deseeded and chopped",2,,preserved lemons,deseeded and chopped
600 g lamb mince,600,g,lamb mince,
300 g penne,300,g,penne,
350 g spaghetti,350,g,spaghetti,
6 tbsp hot fish stock,6,tbsp,hot fish stock,
1 tbsp soy sauce,1,tbsp,soy sauce,
1 tsp powdered chilli,1,tsp,powdered chilli,
1 tsp dried tarragon,1,tsp,dried tarragon,
1 tbsp dried oregano,1,tbsp,dried oregano,
0.5 tsp cayenne pepper,0.5,tsp,cayenne pepper,
"3 cloves garlic, finely chopped",3,cloves,garlic,finely chopped
"4 cloves garlic, finely crushed",4,cloves,garlic,finely crushed
200 g feta cheese,200,g,feta cheese,
"1x 400 g tin black-eyed or black beans, rinsed and drained",1x,400 g tin,black-eyed or black beans,rinsed and drained
150 g frozen peas,150,g,frozen peas,
1 tbsp rose harrisa,1,tbsp,rose harrisa,
"1x 400 g can chickpeas, rinsed and drained",1x,400 g can,chickpeas,rinsed and drained
1x 500 g pot Greek yoghurt,1x,500 g pot,Greek yoghurt,
175 g plain flour,175,g,plain flour,
200 g golden caster sugar,200,g,golden caster sugar,
"2 cloves garlic, finely chopped",2,cloves,garlic,finely chopped
500 g beef mince,500,g,beef mince,
"cooked basmati rice, to serve",,,cooked basmati rice,to serve
500 g white basmati rice,500,g,white basmati rice,
"3 lbs skinless chicken thighs, cut into 2-inch pieces",3,lbs,skinless chicken thighs,cut into 2-inch pieces
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
1 tsp ground allspice,1,tsp,ground allspice,
1 tbsp lemon juice,1,tbsp,lemon juice,
"olive oil, for frying",,,olive oil,for frying
Freshly cracked pepper to taste,,,Freshly cracked pepper to taste,
150 g orzo pasta,150,g,orzo pasta,
100 g unsalted butter,100,g,unsalted butter,
1 large onion,1,large,onion,
"300 g pasta, we used orecchiette",300,g,pasta,we used orecchiette
"3 limes, zest and juice 1 other 2 cut into wedges to serve",3,,limes,zest and juice 1  other 2 cut into wedges to serve
sugar,,,sugar,
700 ml hot chicken stock,700,ml,hot chicken stock,
2 tsp paprika,2,tsp,paprika,
"3 tbsp taco seasoning, reduced salt",3,tbsp,taco seasoning,reduced salt
"200 g frozen prawns, raw or cooked defrosted",200,g,frozen prawns,raw or cooked defrosted
100 ml whole milk,100,ml,whole milk,
"2 onion, 1 diced, 1 roughly chopped",2,,onion,"1 diced, 1 roughly chopped"
"2 lemons, 1.5 juiced, 0.5 sliced",2,,lemons,"1.5 juiced, 0.5 sliced"
"3 sundried tomatoes, chopped",3,,sundried tomatoes,chopped
1 tbsp balsamic vinegar,1,tbsp,balsamic vinegar,
"4 tomatoes, roughly chopped",4,,tomatoes,roughly chopped
a few handfuls fresh basil,,a few handfuls,fresh basil,
200 g streaky bacon,200,g,streaky bacon,
1 mug rice,1,mug,rice,
"0.5 small bunch coriander, roughly chopped",0.5,small bunch,coriander,roughly chopped
0.75 cup grated Parmesan,0.75,cup,grated Parmesan,
1x 270 g pack filo pastry (4-6 sheets),1x,270 g pack,filo pastry (4-6 sheets),
50 g plain flour,50,g,plain flour,
"80 g pitted green olives, halved lengthways",80,g,pitted green olives,halved lengthways
1 tsp grated fresh ginger,1,tsp,grated fresh ginger,
1 tbsp smoked paprika,1,tbsp,smoked paprika,
1 tsp pilau rice seasoning,1,tsp,pilau rice seasoning,
"2 sprigs rosemary, chopped",2,sprigs,rosemary,chopped
"2 sticks celery, chopped",2,sticks,celery,chopped
"2 green onions, sliced",2,,green onions,sliced
"140 g shallots, halved",140,g,shallots,halved
30 g unsalted butter,30,g,unsalted butter,
120 ml creme fraiche,120,ml,creme fraiche,
"1 tsp fresh oregano, or 0.5 tsp dried",1,tsp,fresh oregano,or 0.5 tsp dried
2 pieces of cod or haddock,2,pieces,of cod or haddock,
60 ml hot chilli paste (such as sambal oelek),60,ml,hot chilli paste (such as sambal oelek),
150 g creme fraiche,150,g,creme fraiche,
"0.5 a small red chilli, de-seeded and minced (dried or fresh)",0.5,,a small red chilli,de-seeded and minced (dried or fresh)
0.5 tsp cumin,0.5,tsp,cumin,
"1 tbsp coconut oil, melted",1,tbsp,coconut oil,melted
low-calorie cooking spray,,,low-calorie cooking spray,
"sour cream, crusty bread, to serve (optional)",,,"sour cream, crusty bread",to serve (optional)
"1 red pepper, deseeded and chopped into large chunks",1,,red pepper,deseeded and chopped into large chunks
"350 g new potatoes, quartered lengthways",350,g,new potatoes,quartered lengthways
low calorie cooking spray,,,low calorie cooking spray,
soy sauce,,,soy sauce,
680 g bottle passata,680,g,bottle passata,
200 g canned butter beans,200,g,canned butter beans,
"75 g sundried tomatoes, sliced",75,g,sundried tomatoes,sliced
"250 g mushrooms, sliced",250,g,mushrooms,sliced
2-3 tsp ras el hanout,2-3,tsp,ras el hanout,
salt and pepper,,,salt and pepper,
"2 cloves garlic, crushed",2,cloves,garlic,crushed
1 tbsp smoked paprika,1,tbsp,smoked paprika,
"25 g coriander leaves, finely chopped",25,g,coriander leaves,finely chopped
2 tbsp olive oil,2,tbsp,olive oil,
