input,quantity,unit,item,comment
"1 tsp granulated sugar, plus more as needed",1,tsp,granulated sugar,plus more as needed
"Red onion, very thinly sliced, for serving (optional)",,,Red onion,"very thinly sliced, for serving (optional)"
1 tbsp olive oil,1,tbsp,olive oil,
"1 leek or onion, sliced",1,,leek or onion,sliced
"110 g chorizo, chopped",110,g,chorizo,chopped
1 tsp tumeric,1,tsp,tumeric,
300 g long grain rice,300,g,long grain rice,
1 l hot fish or chicken stock,1,l,hot fish or chicken stock,
200 g frozen peas,200,g,frozen peas,
400 g seafood mix,400,g,seafood mix,
"4x baking sweet potatoes, around 275 g-300 g each",4x,,baking sweet potatoes,around 275 g-300 g each
fine sea salt,,,fine sea salt,
"1 onion, finely chopped",1,,onion,finely chopped
1 tbsp sunflower oil,1,tbsp,sunflower oil,
1x 30 g pack taco seasoning mix,1x,30 g pack,taco seasoning mix,
1 tbsp tomato puree,1,tbsp,tomato puree,
"2x 380 g carton black beans, rinsed and drained",2x,380 g carton,black beans,rinsed and drained
"15 g Belgian dark cooking chocolate, chopped",15,g,Belgian dark cooking chocolate,chopped
4 generous tbsp soured cream,4,generous tbsp,soured cream,
"1 avocado, sliced",1,,avocado,sliced
2 tbsp chopped coriander leaves,2,tbsp,chopped coriander leaves,
"0.5 red chilli, deseeded and finely chopped",0.5,,red chilli,deseeded and finely chopped
"lime zest, to serve",,,lime zest,to serve
low-calorie cooking spray,,,low-calorie cooking spray,
"8 lean lamb leg steaks, visible fat removed, cut into bite-sized chunks",8,,lean lamb leg steaks,"visible fat removed, cut into bite-sized chunks"
"1 onion, sliced",1,,onion,sliced
"2 cloves garlic, crushed",2,cloves,garlic,crushed
1 tbsp grated fresh root ginger,1,tbsp,grated fresh root ginger,
large pinch of saffron,,large pinch,of saffron,
1 tsp ground cumin,1,tsp,ground cumin,
1 tsp ground cinnamon,1,tsp,ground cinnamon,
1 tbsp dried harissa spice mix,1,tbsp,dried harissa spice mix,
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
"1 aubergine, cut into bite-sized chunks",1,,aubergine,cut into bite-sized chunks
"2 red peppers, deseeded and cut into bite-sized chunks",2,,red peppers,deseeded and cut into bite-sized chunks
"1 courgette, cut into bite-sized chunks",1,,courgette,cut into bite-sized chunks
"1x 400 g can chickpeas, drained",1x,400 g can,chickpeas,drained
275 ml chicken stock,275,ml,chicken stock,
"300 g plain dried couscous, to serve",300,g,plain dried couscous,to serve
"chopped fresh flat-leaf parsley, to serve",,,chopped fresh flat-leaf parsley,to serve
"450 g small heirloom tomatoes, seeded and cut into wedges",450,g,small heirloom tomatoes,seeded and cut into wedges
"salt, to taste",,,salt,to taste
0.25 cup olive oil,0.25,cup,olive oil,
"3 large cloves garlic, minced",3,large cloves,garlic,minced
"1 orange bell pepper, seeded and thinly sliced",1,,orange bell pepper,seeded and thinly sliced
"1 yellow bell pepper, seeded and thinly sliced",1,,yellow bell pepper,seeded and thinly sliced
"1 courgette, quartered lengthwise and sliced horizontally",1,,courgette,quartered lengthwise and sliced horizontally
"450 g green beans, trimmed and cut into 1-inch lengths",450,g,green beans,trimmed and cut into 1-inch lengths
pinch of saffron,,pinch,of saffron,
2 tsp smoked paprika,2,tsp,smoked paprika,
400 g arborio rice,400,g,arborio rice,
4 cups vegetable broth,4,cups,vegetable broth,
2x 500 g racks pork ribs,2x,500 g racks, pork ribs,
3 tbsp jerk seasoning,3,tbsp,jerk seasoning,
600 ml pineapple juice,600,ml,pineapple juice,
5 tbsp dark soft brown sugar,5,tbsp,dark soft brown sugar,
4 tbsp cider vinegar,4,tbsp,cider vinegar,
juice 1 lime,,,juice 1 lime,
1 tbsp vegetable oil,1,tbsp,vegetable oil,
"1 large banana shallot, finely sliced",1,large,banana shallot,finely sliced
"1 green pepper, deseeded and finely diced",1,,green pepper,deseeded and finely diced
"200 g pack fresh pineapple chunks, finely diced",200,g,pack fresh pineapple chunks,finely diced
2 tsp brown sugar,2,tsp,brown sugar,
"200 g basmati rice, cooked and cooled",200,g,basmati rice,cooked and cooled
"small bunch coriander, chopped",,small bunch,coriander,chopped
"450 g lean beef steak, cut into thin strips",450,g,lean beef steak,cut into thin strips
grated rind and juice of 1 orange,,,grated rind and juice of 1 orange,
15 ml light soy sauce,15,ml,light soy sauce,
1 tsp cornflour,1,tsp,cornflour,
"2.5 cm piece fresh root ginger, finely chopped",2.5,cm piece,fresh root ginger,finely chopped
15 ml sunflower oil,15,ml,sunflower oil,
"1 large carrot, cut into thin strips",1,large,carrot,cut into thin strips
"2 spring onions, thinly sliced",2,,spring onions,thinly sliced
"noodles or rice, to serve",,,noodles or rice,to serve
"1 kg lamb shoulder, trimmed of excess fat then cubed",1,kg,lamb shoulder,trimmed of excess fat  then cubed
1.5 tbsp olive oil,1.5,tbsp,olive oil,
"1 large onion, roughly chopped",1,large,onion,roughly chopped
"3 peppers - 1 red, 1 yellow, 1 green, halved, deseeded and sliced",3,,"peppers - 1 red, 1 yellow, 1 green","halved, deseeded and sliced"
"2 cloves garlic, grated to a purée",2,cloves,garlic,grated to a purée
0.5 tsp paprika,0.5,tsp,paprika,
250 ml medium sherry,250,ml,medium sherry,
250 ml lamb stock,250,ml,lamb stock,
generous pinch saffron threads,,generous pinch,saffron threads,
1 tbsp sherry vinegar,1,tbsp,sherry vinegar,
1.5 tbsp honey,1.5,tbsp,honey,
"1 tbsp finely chopped parsley, or chopped toasted blanched almonds",1,tbsp,finely chopped parsley,or chopped toasted blanched almonds
"cooked couscous, to serve",,,cooked couscous,to serve
2 red onions,2,,red onions,
2 cloves of garlic,2,cloves,of garlic,
1 bunch of fresh flat-leaf parsley,1,bunch,of fresh flat-leaf parsley,
olive oil,,,olive oil,
"850 g lamb neck fillet, cut into 2 to 3 cm pieces",850,g,lamb neck fillet,cut into 2 to 3 cm pieces
2.5 tsp ground cumin,2.5,tsp,ground cumin,
1.5 heaped tsp ground coriander,1.5,heaped tsp,ground coriander,
1 organic lamb or beef stock cube,1,,organic lamb or beef stock cube,
500 g white basmati rice,500,g,white basmati rice,
25 g unsalted butter,25,g,unsalted butter,
1 large free-range egg,1,large,free-range egg,
"250 ml natural yoghurt, plus extra to serve",250,ml,natural yoghurt,plus extra to serve
1 lemon,1,,lemon,
1 handful of pomegranate seeds,1,handful,of pomegranate seeds,
"3 spring onions, sliced lengthways",3,,spring onions,sliced lengthways
"0.25 cucumber, cut in half seeds removed and sliced thinly",0.25,,cucumber,cut in half  seeds removed and sliced thinly
"0.5 red pepper, sliced thinly",0.5,,red pepper,sliced thinly
"1x 185 g tin of tuna, drained",1x,185 g tin,of tuna,drained
0.5x 400 g pack fresh egg noodles,0.5x,400 g pack,fresh egg noodles,
2 tsp honey,2,tsp,honey,
1 tbsp fish sauce,1,tbsp,fish sauce,
1 tbsp white wine vinegar,1,tbsp,white wine vinegar,
2 tbsp oil,2,tbsp,oil,
1 tsp grated fresh ginger,1,tsp,grated fresh ginger,
"1 fat red chilli, deseeded and finely chopped",1,,fat red chilli,deseeded and finely chopped
salt and pepper,,,salt and pepper,
"250 g punnet cherry tomatoes, halved",250,g,punnet cherry tomatoes,halved
0.5 small red onion,0.5,small,red onion,
"1x 400 g can chickpeas, drained and rinsed",1x,400 g can,chickpeas,drained and rinsed
"small bunch parsley, roughly chopped",,small bunch,parsley,roughly chopped
juice 1 lemon,,,juice 1 lemon,
"2 boneless skinless chicken breasts, halved lengthways through the middle",2,,boneless skinless chicken breasts,halved lengthways through the middle
1 tbsp harissa paste,1,tbsp,harissa paste,
"fat-free natural yogurt and warmed wholemeal pitta bread, to serve",,,fat-free natural yogurt and warmed wholemeal pitta bread,to serve
"100 g soft butter, at room temperature",100,g,soft butter,at room temperature
"1 clove garlic, finely chopped",1,clove,garlic,finely chopped
"1 hot red chilli, deseeded and thinly sliced",1,,hot red chilli,deseeded and thinly sliced
0.5 tsp salt,0.5,tsp,salt,
16-20 cooken peeled king prawns,16-20,,cooken peeled king prawns,
320 g tagliatelle,320,g,tagliatelle,
juice and zest of &frac12; lemon,,,juice and zest of &frac12; lemon,
2 tbsp sunflower oil,2,tbsp,sunflower oil,
"1x 225 g pack paneer, cut into cubes",1x,225 g pack,paneer,cut into cubes
"1 head of cauliflower, broken into small florets",1,head,of cauliflower,broken into small florets
"2 onions, thickly sliced",2,,onions,thickly sliced
"2 cloves garlic, crushed",2,cloves,garlic,crushed
2 heaped tbsp tikka masala paste,2,,heaped tbsp tikka masala paste,
1x 500 g carton passata,1x,500 g carton,passata,
200 g frozen peas,200,g,frozen peas,
"small pack coriander, roughly chopped",,small pack,coriander,roughly chopped
"basmati rice or naan breads, to serve",,,basmati rice or naan breads,to serve
"raita or your favourite chutney, to serve",,,raita or your favourite chutney,to serve
2 tbsp olive oil,2,tbsp,olive oil,
"2 onions, finely chopped",2,,onions,finely chopped
2x 400 g cans chopped tomatoes,2x,400 g cans,chopped tomatoes,
pinch of sugar,,pinch,of sugar,
350 g large cooked peeled prawns,350,g,large cooked peeled prawns,
100 g feta,100,g,feta,
"rice or pasta , to serve",,,rice or pasta ,to serve
3 tbsp chopped parsley leaves,3,tbsp,chopped parsley leaves,
"1 large onion, peeled and finely chopped",1,large,onion,peeled and finely chopped
"2 cloves garlic, peeled and crushed",2,cloves,garlic,peeled and crushed
1 tsp finely grated fresh root ginger,1,tsp,finely grated fresh root ginger,
2 tsp ground cumin,2,tsp,ground cumin,
1 tsp ground coriander,1,tsp,ground coriander,
2 tsp ground cinnamon,2,tsp,ground cinnamon,
1 tsp ground turmeric,1,tsp,ground turmeric,
1 tsp dried chilli flakes,1,tsp,dried chilli flakes,
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
0.5 tsp artificial sweetener,0.5,tsp,artificial sweetener,
250 ml water or stock,250,ml,water or stock,
"2 carrots, peeled and cut into bite-sized pieces",2,,carrots,peeled and cut into bite-sized pieces
"200 g baby courgettes, cut into 2 cm slices",200,g,baby courgettes,cut into 2 cm slices
"250 g baby aubergines, halved lengthways",250,g,baby aubergines,halved lengthways
"200 g baby turnips, trimmed and scrubbed",200,g,baby turnips,trimmed and scrubbed
275 g dried macaroni,275,g,dried macaroni,
700 g ready-made fresh three cheese sauce,700,g,ready-made fresh three cheese sauce,
"grating of whole nutmeg, nutmeg",,grating,of whole nutmeg,nutmeg
"110 g cooked ham, chopped",110,g,cooked ham,chopped
75 g frozen petits pois,75,g,frozen petits pois,
40 g crumbled Stilton or grated cheddar,40,g,crumbled Stilton or grated cheddar,
50 g chunky white or ready-made breadcrumbs,50,g,chunky white or ready-made breadcrumbs,
large knob of butter,,large knob,of butter,
8 fresh sage leaves,8,,fresh sage leaves,
sweet chilli sauce,,,sweet chilli sauce,
soy sauce,,,soy sauce,
ketchup,,,ketchup,
garlic,,,garlic,
knob of ginger,,,knob of ginger,
cornflour,,,cornflour,
2 eggs,2,,eggs,
basmati rice,,,basmati rice,
"750 g skinless, boneless chicken thighs",750,g,"skinless, boneless chicken thighs",
rice wine vinegar,,,rice wine vinegar,
sesame oil,,,sesame oil,
bunch spring onions,,bunch,spring onions,
sesame seeds,,,sesame seeds,
"2 onions, chopped",2,,onions,chopped
"2 carrots, chopped",2,,carrots,chopped
"4 sticks celery, chopped",4,sticks,celery,chopped
1 tbsp olive oil,1,tbsp,olive oil,
1 tbsp caster sugar,1,tbsp,caster sugar,
"4 cloves garlic, finely crushed",4,cloves,garlic,finely crushed
2 tbsp tomato puree,2,tbsp,tomato puree,
2 bay leaves,2,,bay leaves,
few sprigs thyme,,few sprigs,thyme,
"3 courgettes, chopped",3,,courgettes,chopped
1x 400 g can butter beans,1x,400 g can,butter beans,
1x 400 g can chopped tomatoes,1x,400 g can,chopped tomatoes,
1.2 litres vegetable stock,1.2,litres,vegetable stock,
"100 g Parmesan cheese, grated",100,g,Parmesan cheese,grated
140 g small pasta shapes,140,g,small pasta shapes,
"small bunch basil, shredded",,small bunch,basil,shredded
"crusty bread, to serve",,,crusty bread,to serve
110 g red lentils,110,g,red lentils,
75 g white rice,75,g,white rice,
650 ml vegetable stock,650,ml,vegetable stock,
1 tbsp oil,1,tbsp,oil,
"1 small leek or &frac12; large leek, sliced",1,small,leek or &frac12; large leek,sliced
"1 bell pepper, diced fairly small",1,,bell pepper,diced fairly small
"5 medium mushrooms, diced fairly small",5,medium,mushrooms,diced fairly small
"1 small courgette, or &frac12; large courgette diced fairly small",1,small,courgette,or &frac12; large courgette  diced fairly small
1 tsp smoked paprika,1,tsp,smoked paprika,
0.5 tsp cayenne pepper,0.5,tsp,cayenne pepper,
black pepper,,,black pepper,
90 g grated cheddar cheese,90,g,grated cheddar cheese,
125 g coconut oil,125,g,coconut oil,
"2 onions, chopped",2,,onions,chopped
5 dried red chillies (Scotch bonnet work well),5,,dried red chillies (Scotch bonnet work well),
"thumb-sized piece ginger, grated",,thumb-sized piece,ginger,grated
"4 cloves garlic, grated",4,cloves,garlic,grated
6 dried curry leaves,6,,dried curry leaves,
0.5 tsp mustard seeds,0.5,tsp,mustard seeds,
30 g tomato puree,30,g,tomato puree,
0.5 tsp hot chilli powder,0.5,tsp,hot chilli powder,
0.5 tsp turmeric,0.5,tsp,turmeric,
2x 400 g cans coconut milk,2x,400 g cans,coconut milk,
"300 g cauliflower (0.5 small one), broken into small florets",300,g,cauliflower (0.5 small one),broken into small florets
"1 large potato, peeled and chopped into 2 cm chunks",1,large,potato,peeled and chopped into 2 cm chunks
600 g raw peeled prawns,600,g,raw peeled prawns,
"1 bunch spring onions, finely chopped",1,bunch,spring onions,finely chopped
"1 bunch coriander, chopped",1,bunch,coriander,chopped
"100 g salted peanuts, chopped",100,g,salted peanuts,chopped
lime wedges,,,lime wedges,
0.5 tbsp vegetable oil,0.5,tbsp,vegetable oil,
"2 cm knob of ginger, peeled and cut into matchsticks",2,cm,knob of ginger,peeled and cut into matchsticks
"1 clove garlic, chopped",1,clove,garlic,chopped
"0.5 onion, thinly sliced into half moons",0.5,,onion,thinly sliced into half moons
1 tbsp Thai fish sauce,1,tbsp,Thai fish sauce,
0.5 tbsp soft brown sugar,0.5,tbsp,soft brown sugar,
"250 g skinless boneless chicken thighs, trimmed of all fat and cut in half",250,g,skinless boneless chicken thighs,trimmed of all fat and cut in half
125 ml chicken stock,125,ml,chicken stock,
"50 g green beans, trimmed and cut into 2.5 cm lengths",50,g,green beans,trimmed and cut into 2.5 cm lengths
1 tbsp chopped coriander leaf,1,tbsp,chopped coriander leaf,
"steamed rice, to serve",,,steamed rice,to serve
"1 kg sweet potatoes, peeled and cut into chunks",1,kg,sweet potatoes,peeled and cut into chunks
"2 large red peppers, deseeded and cut into chunks, plus &frac12; red pepper, deseeded and finely chopped",2,large,red peppers,"deseeded and cut into chunks, plus &frac12; red pepper, deseeded and finely chopped"
low-calorie cooking spray,,,low-calorie cooking spray,
1 large onion,1,large,onion,
"6 cloves garlic, crushed",6,cloves,garlic,crushed
"25 g root ginger, peeled and finely chopped",25,g,root ginger,peeled and finely chopped
0.5 tsp hot chilli powder,0.5,tsp,hot chilli powder,
1 heaped tbsp ground coriander,1,heaped tbsp,ground coriander,
1 heaped tsp ground cumin,1,heaped tsp,ground cumin,
1 tsp paprika,1,tsp,paprika,
2 tsp curry powder,2,tsp,curry powder,
1 tsp tandoori curry powder,1,tsp,tandoori curry powder,
3 heaped tbsp tomato puree,3,heaped tbsp,tomato puree,
160 g baby leaf spinach,160,g,baby leaf spinach,
100 g fat-free natural yogurt,100,g,fat-free natural yogurt,
"small handful fresh coriander, chopped",,small handful,fresh coriander,chopped
1 tsp sweetener,1,tsp,sweetener,
1 tbsp olive oil,1,tbsp,olive oil,
1x 160 g pack smoked bacon lardons lardons,1x,160 g pack,smoked bacon lardons lardons,
"1 large onion, finely chopped",1,large,onion,finely chopped
"1 large carrot, finely diced",1,large,carrot,finely diced
"1 leek, white and pale green parts only, sliced",1,,leek,"white and pale green parts only, sliced"
"3 cloves garlic, crushed",3,cloves,garlic,crushed
"1.2 l chicken stock, made using 2 cubes or stockpots",1.2,l,chicken stock,made using 2 cubes or stockpots
"2x 400 g tins cannellini beans, rinsed and drained",2x,400 g tins,cannellini beans,rinsed and drained
"2 tbsp finely chopped fresh rosemary (or 2 tsp dried), plus extra sprigs to garnish, optional",2,tbsp,finely chopped fresh rosemary (or 2 tsp dried),"plus extra sprigs to garnish, optional"
"100 g macaroni, or other small dried pasta",100,g,macaroni,or other small dried pasta
"100 g cavolo nero or kale, stalks removed kale, stalks removed and leaves shredded",100,g,cavolo nero or kale,"stalks removed kale, stalks removed and leaves shredded"
"50 g Parmesan shavings, omit the Parmesan if required for dairy-free",50,g,Parmesan shavings,omit the Parmesan if required for dairy-free
"1 kg onions, diced",1,kg,onions,diced
olive oil,,,olive oil,
"7.5 cm piece of fresh root ginger, peeled and finely grated",7.5,cm piece,of fresh root ginger,peeled and finely grated
"1 heaped tsp ground cinnamon, plus &frac12; tsp to garnish",1,heaped tsp,ground cinnamon,plus &frac12; tsp to garnish
0.5 tsp ground mace,0.5,tsp,ground mace,
0.5 tsp ground nutmeg,0.5,tsp,ground nutmeg,
1 tbsp caster sugar,1,tbsp,caster sugar,
"large handful of dates, pitted and finely chopped",,large handful,of dates,pitted and finely chopped
"1 medium pre-roasted chicken (about 2 kg), meat finely shredded",1,medium,pre-roasted chicken (about 2 kg),meat finely shredded
"75 g pine nuts, toasted",75,g,pine nuts,toasted
"7 large eggs, 6 hard boiled and roughly chopped; 1 egg seperated, the white lightly beaten",7,large,eggs,"6 hard boiled and roughly chopped; 1 egg seperated, the white lightly beaten"
"1x 20 g packet of flat leaf parsley, stalks and leaves finely chopped",1x,20 g packet,of flat leaf parsley,stalks and leaves finely chopped
