input,name,quantity,unit,preparation,comment
1½ teaspoons kosher salt,kosher salt,1.5,teaspoon,,
1½ cups extra-virgin olive oil,extra-virgin olive oil,1.5,cup,,
2 tablespoons heavy cream,heavy cream,2,tablespoon,,
2/3 cup yellow cornmeal,yellow cornmeal,0.667,cup,,
"1 pound large shrimp, heads removed and deveined, shells on",large shrimp,1,pound,"head removed and deveined, shells on",
1 ruby grapefruit,ruby grapefruit,1,,,
4 cups canned tomato purée,canned tomato purée,4,cup,,
"18 ounces carrots, sliced (about 4-5 cups)",carrots,18 4-5,ounce cup,sliced ,(about)
"2 scallions, chopped, both white and green parts",scallions,2,,chopped,both white and green parts
1½ cups (6 ounces) shredded sharp Cheddar cheese,sharp Cheddar cheese,1.5 6,cup ounce,shredded ,()
2 tablespoons mild vegetable oil (optional),mild vegetable oil,2,tablespoon,,(optional)
"¼ cup Red Chile, Garlic, and Shallot Sauce",Red Chile,0.25,cup,,"Garlic, and Shallot Sauce"
1/3 cup (75 mL) finely diced red onion,red onion,0.333 75,cup mL,finely diced ,()
2 cups macadamia nuts,macadamia nuts,2,cup,,
"1 pound Yukon Gold or other all-purpose potatoes, peeled and cut into large chunks",Yukon Gold or other all-purpose potatoes,1,pound,peeled and cut into large chunk,
8 squab breasts,squab breasts,8,,,
"2 tbsp chopped chives, plus more for garnishing",chives,2,tbsp,chopped,plus more for garnishing
1/4 teaspoon ground cinnamon,ground cinnamon,0.25,teaspoon,,
1 tsp baking soda,baking soda,1,tsp,,
3 tablespoons tomato paste,tomato paste,3,tablespoon,,
"2 stalks celery, julienned",celery,2,stalk,julienned ,
"1/4 cup (1.75 ounces, 50 grams) natural cane sugar",natural cane sugar,0.25 1.75 50,cup ounce gram,,()
"½ sweet onion, such as Walla Walla",sweet onion,0.5,,,such as Walla Walla
½ teaspoon minced fresh marjoram,fresh marjoram,0.5,teaspoon,minced ,
1 ½ teaspoons sea salt,sea salt,1.5,teaspoon,,
"A good handful of fresh cilantro, chopped",fresh cilantro,,good handful,chopped,A of
1 pound ground beef (not more than 15 percent fat),ground beef,1,pound,,(not more than 15 percent fat)
"¾ cup green olives, halved and pitted",green olives,0.75,cup,halved and pitted,
2 tablespoons grated Parmesan cheese,Parmesan cheese,2,tablespoon,grated ,
"¼ cup pine nuts, lightly toasted",pine nuts,0.25,cup,lightly toasted,
"4 cups peeled, diced apple, any cooking variety",apple,4,cup,"peeled, diced",any cooking variety
1 can (14 to 14.5 ounces) beef broth,beef broth,1 14-14.5,can ounce,,()
2 oranges,oranges,2,,,
"1 cup raw, shelled pistachios",raw pistachios,1,cup,shelled ,
"1 head of garlic (about 10 cloves), chopped",garlic,1 10,head clove,chopped ,of (about)
"½ small sweet onion, such as Vidalia or Maui, finely chopped",sweet onion,0.5,small,finely chopped,such as Vidalia or Maui
"4 or 5 large ripe tomatoes, seeded and coarsely chopped",ripe tomatoes,4-5,large,seeded and coarsely chopped,
"½ cup (1 stick) cold unsalted butter, cut into pieces",unsalted butter,0.5 1,cup stick,"cold, cut into piece",()
1 cup finely diced turnips,turnips,1,cup,finely diced ,
"1 tsp (5 ml) saffron threads, soaked in 1 tbsp (15 ml) boiling water (optional)",saffron threads,1 5,tsp ml,,"(), soaked in 1 tbsp (15 ml) boiling water (optional)"
Medium-ground cornmeal,Medium-ground cornmeal,,,,
3 lb. medium shrimp (25-30 count),medium shrimp,3 25-30,lb count,,()
Additional paprika,paprika,,,,Additional 
2½ cups shredded coconut,coconut,2.5,cup,shredded ,
"Four 8-ounce wild king salmon fillets (about 2 pounds), preferably with skin on, or one large slab",wild king salmon fillets,4 8,ounce,,"(about 2 pounds) preferably with skin on, or 1 large slab"
2 tbsp chopped shallots or onion 25 mL,shallots or onion,2 25,tbsp mL,chopped,
"¼ cup plus 2 tablespoons finely grated aged cheese, such as Parmigiano-Reggiano, Manchego, Dry (aged) Jack, or aged Gouda (about 1¼ ounces)",aged cheese,0.25,cup,finely grated,"plus 2 tablespoons, such as Parmigiano-Reggiano, Manchego, Dry (aged) Jack, or aged Gouda (about 1.25 ounce)"
12 whole lasagne noodles (about 12 ounces),whole lasagne noodles,12 12,ounce,,(about)
"2 fresh peaches, sliced",fresh peaches,2,,sliced,
"Mint sprigs, optional, for garnish",Mint,,sprig,,"optional, for garnish"
½ teaspoon freshly ground pepper,freshly ground pepper,0.5,teaspoon,,
"1¼ cups warm water, or as needed",water,1.25,cup,warm ,or as needed
6 tbsp ground flax seeds (flaxseed meal) 90 mL,ground flax seeds,6 90,tbsp mL,,(flaxseed meal)
"1 medium carrot, cut into thin matchsticks",carrot,1,medium,cut into thin matchsticks,
¼ cup steak sauce (such as A1),steaks sauce,0.25,cup,,(such as A1)
1 tablespoon kosher salt for pasta water,kosher salt,1,tablespoon,,for pasta water
1 cup strawberries,strawberries,1,cup,,
"18 oysters, freshly shucked",oysters,18,,freshly shucked,
4 teaspoons white truffle oil (optional),white truffle oil,4,teaspoon,,(optional)
1 teaspoon sweet or hot paprika,sweet or hot paprika,1,teaspoon,,
1½ cups fresh bread crumbs,fresh bread crumbs,1.5,cup,,
"4 medium onions, peeled and quartered",onions,4,medium,peeled and quartered,
"A 10-pound line-caught striped bass, about 5½ pounds after cleaning, with head and tail removed and reserved to make stock",line-caught striped bass,10,pound,with head and tail removed and reserved to make stock,"A, about 5.5 pounds after cleaning"
1 small sprig fresh tarragon,fresh tarragon,1,small sprig,,
"2 carrots, peeled and diced",carrots,2,,peeled and diced,
2¼ cups lamb or beef stock,lamb or beef stock,2.25,cup,,
1½ cups (¾ pound) unsalted butter,unsalted butter,1.5 0.75,cup pound,,()
"8 ounces Italian Fontina, cut into ¼-inch cubes",Italian Fontina,8,ounce,cut into 0.25-inch cube,
3 tablespoons fish sauce,fish sauce,3,tablespoon,,
"A bunch of fiat-leafed parsley, finely chopped (½ cup)",fiat-leafed parsley,0.5,bunch cup,finely chopped,A bunch of ()
½ cup cold water 125 mL,water,0.5 125,cup mL,cold,
One 3 in (7.5cm) piece of celery,celery,1 3 7.5,piece  in cm,,() of 
2 to 4 tablespoons milk,milk,2-4,tablespoon,,
8 cups loosely packed mixed baby greens,mixed baby greens,8,cup,,loosely packed 
½ cup cream sherry,cream sherry,0.5,cup,,
"4 scallions, green and white parts, thinly sliced",scallions,4,,thinly sliced,green and white parts
¼ cup parsley leaves chopped with 1 garlic clove,parsley leaves,0.25,cup,chopped ,with 1 garlic clove
"2½ cups yellow cornmeal, plus more if needed",yellow cornmeal,2.5,cup,,plus more if needed
2 sprigs rosemary,rosemary,2,sprig,,
2/3 cup corn flour,corn flour,0.667,cup,,
1 large egg (3 tablespoons/2 ounces/ 56 grams),egg,1 3 2 56,large tablespoon ounce gram,,(//)
"4 rock cod fillets, about 6 ounces each",rock cod fillets,4 6,ounce,,about each
"2 tablespoons mixed chopped fresh basil, parsley, and thyme","mixed fresh basil, parsley, and thyme",2,tablespoon,chopped ,
2 tbsp butter (25 mL),butter,2 25,tbsp mL,,()
"2 cups barbecue sauce of your choice, store-bought or homemade",barbecue sauce,2,cup,,"of your choice, store-bought or homemade"
1/2 cup cooked freekah (see Notes),freekah,0.5,cup,cooked ,(see Notes)
"1½ tablespoons minced scallions, white part only",scallions,1.5,tablespoon,minced,white part only
1/2 cup buttermilk,buttermilk,0.5,cup,,
2 cups (500 mL) short-grain rice,short-grain rice,2 500,cup mL,,()
½ cup freshly squeezed lemon juice (from 2 large lemons),lemon juice,0.5,cup,freshly squeezed ,(from 2 large lemons) 
2 lbs (900g) fresh anchovies,fresh anchovies,2 900,lb g,,()
1¼ teaspoon cayenne pepper,cayenne pepper,1.25,teaspoon,,
½ tsp salt or to taste 2 mL,salt,0.5 2,tsp mL,,or to taste
"6 well-trimmed 6-ounce steaks, strip or tenderloin, 1 inch thick",well-trimmed steaks,6 6,ounce,,"strip or tenderloin, 1 inch thick"
"4 bananas, peeled and cut into ¾-inch rounds",bananas,4,,peeled and cut into 0.75-inch rounds,
1 tbsp (15 mL) unsweetened cocoa powder,unsweetened cocoa powder,1 15,tbsp mL,,()
1 cup (228 g) firmly packed brown sugar,firmly packed brown sugar,1 228,cup g,,()
"2 medium red bell peppers (about ½ pound), cut into ½-inch dice",red bell peppers,2 0.5,medium pound,cut into 0.5-inch dice,(about)
"1 medium beet, roasted, peeled, and cut into small dice",beet,1,medium,"roasted, peeled, and cut into small dice",
"Lemon wedges, for garnish (optional)",Lemon wedges,,,,for garnish (optional)
18 sea scallops foot muscle removed,sea scallops,18,,feet muscle removed,
1 1/2 teaspoons to 1 tablespoon extra virgin olive oil,extra virgin olive oil,1.5,teaspoon,,to 1 tablespoon
"1 tablespoon extra virgin olive oil, plus 1 cup",extra virgin olive oil,1,tablespoon,,plus 1 cup
¼ cup minced red bell pepper,red bell pepper,0.25,cup,minced ,
2 star anise pods,star anise pods,2,,,
1¾ cups dried breadcrumbs (160 g),dried breadcrumbs,1.75 160,cup g,,()
½ cup cold brewed espresso or French roast coffee,brewed espresso or French roast coffee,0.5,cup,cold,
"½ teaspoon cardamom seeds from green or white pods, ground",cardamom seeds,0.5,teaspoon,ground,from green or white pod
1 cup minus 1 tablespoon sugar,sugar,1,cup,,minus 1 tablespoon 
Chopped fresh parsley for garnish,fresh parsley,,,Chopped ,for garnish
½ cup (125 mL) cold water,water,0.5 125,cup mL,cold,()
1 cup (4 ounces) hazelnuts or blanched almonds,hazelnuts,1 4,cup ounce,,() or blanched almonds
2 tablespoons fresh minced parsley,fresh parsley,2,tablespoon,minced ,
6 oz (175 g) lean ground beef,lean ground beef,6 175,oz g,,()
3 tablespoons (23 g) cornstarch,cornstarch,3 23,tablespoon g,,()
"1 pound (3 cups) fresh rhubarb, trimmed and cut into ½-inch pieces",fresh rhubarb,1 3,pound cup,trimmed and cut into 0.5-inch piece,()
1/3 cup freshly grated parmigiano-reggiano (Parmesan),parmigiano-reggiano,0.333,cup,freshly grated ,(Parmesan)
1 tsp (5 mL) olive oil,olive oil,1 5,tsp mL,,()
"2 jalapeno peppers, seeded and minced",jalapeno peppers,2,,seeded and minced,
1 tbsp. ground cumin,ground cumin,1,tbsp,,
"2 large celery stalks, sliced",celery,2,large stalk,sliced,
"4 ounces dried porcini mushrooms, soaked in 2 ounces (¼ cup) very hot water to soften",dried porcini mushrooms,4,ounce,soaked in 2 ounce (0.25 cup) very hot water to soften,
3 medium tomatoes,tomatoes,3,medium,,
"1 jalapeño chile, grated on a microplane grater, stopping before the seeds",jalapeño chile,1,,"grated on a microplane grater, stopping before the seeds",
"2 tablespoons (30 mL) crème de banana liqueur, if desired",crème de banana liqueur,2 30,tablespoon mL,,"(), if desired"
3 blood oranges (enough to make 3 cups orange sections),blood oranges,3,,,(enough to make 3 cups orange sections)
"5 oz (140g) semisweet chocolate, chopped",semisweet chocolate,5 140,oz g,chopped,()
½ small head radicchio,radicchio,0.5,small head,,
1 whole egg,whole egg,1,,,
Drops of wine vinegar or lemon juice as needed,wine vinegar or lemon juice,,drop,,"of, as needed"
"2 cups blueberries, huckleberries, blackberries, or others",blueberries,2,cup,,"huckleberries, blackberries, or others"
"1 lime, cut in half",lime,1,,cut in half,
"2 cloves garlic, crushed",garlic,2,clove,crushed,
"¼ cup chopped fresh cilantro, plus more for garnish",fresh cilantro,0.25,cup,chopped,plus more for garnish
1 tablespoon dried thyme or 3 tablespoons coarsely chopped fresh thyme,dried thyme,1,tablespoon,,or 3 tablespoons coarsely chopped fresh thyme
"Scant ¼ teaspoon salt, for cooking spinach",salt,0.25,scant teaspoon,,for cooking spinach
"12 baguette slices, toasted",baguette slices,12,,toasted ,
2 to 2½ tablespoons Asian fish sauce,Asian fish sauce,2-2.5,tablespoon,,
"3 stalks celery, in medium dice",celery,3,stalk,in medium dice,
"½ pound slab bacon, cut into ¼- to ½-inch thick slices",slabs bacon,0.5,pound,cut into 0.25-0.5-inch thick slice,
"½ cup butter, cold, in cubes",butter,0.5,cup,"cold, in cube",
"6 Roma tomatoes cored, seeded, and chopped (or use canned)",Roma tomatoes,6,,"cored, seeded, and chopped ",(or use canned)
¼ teaspoon salt or to taste,salt,0.25,teaspoon,,or to taste
"8 to 10 ounces leftover steak, trimmed of fat and very thinly sliced",leftover steaks,8-10,ounce,trimmed of fat and very thinly sliced,
"12 ounces split peas, rinsed",split peas,12,ounce,rinsed,
"3 medium tomatoes, peeled, seeded, and chopped (about 2 cups) or 2 cups drained canned chopped tomatoes",tomatoes,3 2,medium cup,"peeled, seeded, and chopped ",(about) or 2 cup drained canned chopped tomatoes
"2 carrots, unpeeled and cut into large pieces",carrots,2,,unpeeled and cut into large piece,
"2 tablespons (1/4 stick) butter and 2 tablespoons mild olive oil, or 4 tablespoons olive oil",tablespons butter,2 0.25,stick,,"() and 2 tablespoons mild olive oil, or 4 tablespoon olive oil"
4 cups unsweetened prune juice,unsweetened prune juice,4,cup,,
½ cup plus 1 tablespoon fresh lemon juice,fresh lemon juice,0.5,cup,,plus 1 tablespoon
"One 15-ounce can of chickpeas, drained and rinsed",chickpeas,1 15,can ounce,drained and rinsed,of
12 peppercorns,peppercorns,12,,,
"Crusty artisan bread, for serving",Crusty artisan bread,,,,for serving
1½ cups (375 ml) dried but not toasted bread crumbs,bread crumbs,1.5 375,cup ml,,() dried but not toasted  
2 tbsp (25 mL) 2% milk,2% milk,2 25,tbsp mL,,()
"1 teaspoon grapeseed oil, corn oil, or other neutral oil",grapeseed oil,1,teaspoon,,"corn oil, or other neutral oil"
"3 tbsp (45g) unsalted butter, melted",unsalted butter,3 45,tbsp g,melted,()
"2 tablespoons canola, peanut, or walnut oil","canola, peanut, or walnut oil",2,tablespoon,,
"1 lime cut into 6 wedges, for garnish",lime,1,,cut into 6 wedge,for garnish
½ cup plus 2 tablespoons (3 ounces/85 grams) all-purpose flour,all-purpose flour,0.5 3 85,cup ounce gram,,plus 2 tablespoon (/)
"2 large cloves garlic, bruised",garlic,2,large clove,bruised,
"2 tablespoons crushed, roasted sesame seeds",sesame seeds,2,tablespoon,"crushed, roasted ",
"½ cup organic heavy cream, plus more for brushing",organic heavy cream,0.5,cup,,plus more for brushing
Four 6-ounce black cod fillets,black cod fillets,4 6,ounce,,
"2¼ cups diced, cooked roast turkey",roast turkey,2.25,cup,"diced, cooked ",
Cooked rice or rice noodles for serving,rice or rice noodles,,,Cooked,for serving
1/4 teaspoon salt (1.7 grams),salt,0.25 1.7,teaspoon gram,,()
2 cups shredded cold turkey,turkey,2,cup,shredded cold ,
"1 large or 2 small eggplant, halved lengthwise",eggplant,1 2,large small,halved lengthwise,or
1 big handful cilantro leaves,cilantro leaves,1,big handful,,
"1 large bunch fresh dill, rinsed and dried",fresh dill,1,large bunch,rinsed and dried,
Fresh Mint,Fresh Mint,,,,
"6 medium zucchini, halved and cut into 1-inch slices",zucchini,6,medium,halved and cut into 1-inch slice,
2 large tomatoes,tomatoes,2,large,,
Bunch of fresh thyme,fresh thyme,,bunch,,of 
"½ medium-size sweet onion, such as Maui or Walla Walla, coarsely chopped",sweet onion,0.5,medium-size,coarsely chopped,such as Maui or Walla Walla
"¼ teaspoon kosher salt, plus more, if needed",kosher salt,0.25,teaspoon,,"plus more, if needed"
"1 large cup red onion, chopped",red onion,1,large cup,chopped,
¾ teaspoon baking powder,baking powder,0.75,teaspoon,,
"1 cup vegetable oil, for frying",vegetable oil,1,cup,,for frying
½ cup Madeira or port,Madeira or port,0.5,cup,,
Pinch of sugar (see Note),sugar,,pinch,,of (see Note)
1 tablespoon plus 1 teaspoon chopped garlic,garlic,1,tablespoon,chopped ,plus 1 teaspoon
"¾ pound boneless, skinless deli chicken, diced","boneless, skinless deli chicken",0.75,pound,diced,
Milk chocolate for shavings (optional),Milk chocolate,,,,for shavings (optional)
3 dozen small pearl onions,pearl onions,3 dozen,small,,
1 tablespoon rice syrup,rice syrup,1,tablespoon,,
1 sheet nori sea vegetable,nori sea vegetable,1,sheet,,
"1 quart whole or skim milk, scalded",whole or skim milk,1,quart,scalded,
1 lb. dried garbanzo beans,dried garbanzo beans,1,lb,,
"½ medium sweet onion, thinly sliced",sweet onion,0.5,medium,thinly sliced,
"2 Cornish game hens (about 1½ pounds each), skin removed, cut in half lengthwise (see Notes)",Cornish game hens,2 1.5,pound,"skin removed, cut in half lengthwise","(about each), (see Notes)"
"4 to 5 pinches of savory and thyme, mixed",savory and thyme,4-5,pinch,,of mixed
2 tsp chopped fresh thyme,fresh thyme,2,tsp,chopped ,
"½ cup finely shredded Cheddar cheese, or more to taste",Cheddar cheese,0.5,cup,finely shredded,or more to taste
1 teaspoon tamarind paste or concentrate,tamarind paste or concentrate,1,teaspoon,,
¼ teaspoon vanilla extract,vanilla extract,0.25,teaspoon,,
"¼ cup nonhydrogenated margarine, softened",nonhydrogenated margarine,0.25,cup,softened,
2 teaspoons grated lemon zest,lemon zest,2,teaspoon,grated ,
½ teaspoon ground cinnamon (optional),ground cinnamon,0.5,teaspoon,,(optional)
"2 fresh hot red chiles, seeded and minced",fresh hot red chiles,2,,seeded and minced,
Salt 1 teaspoon (4 grams),Salt,1 4,teaspoon gram,,()
¼ cup unbleached all purpose flour,unbleached all purpose flour,0.25,cup,, 
½ teaspoon coarse salt,coarse salt,0.5,teaspoon,,
"6 large garlic cloves, lightly crushed and peeled, divided",garlic,6,large clove,"lightly crushed and peeled, divided",
"½ fennel bulb, finely chopped",fennel,0.5,bulb,finely chopped,
"3 yellow bell peppers, cored, seeds and pith removed, and thinly sliced",yellow bell peppers,3,,"cored, seeds and pith removed, and thinly sliced",
